index,id,image_url,imdb_rating,imdb_votes,number_in_season,number_in_series,original_air_date,original_air_year,production_code,season,title,us_viewers_in_millions,video_url,views
230,576,http://static-media.fxx.com/img/FX_Networks_-_FXX/690/39/TheSimpsons_TABF17_1280x720_538102339785.jpg,6.7,395.0,2,576,2015-10-04,2015,TABF17,27,Cue Detective,6.02,http://www.simpsonsworld.com/video/770595395906,178.0
231,580,http://static-media.fxx.com/img/FX_Networks_-_FXX/539/163/Simpsons_27_06.jpg,6.8,335.0,6,580,2015-11-08,2015,TABF21,27,Friend with Benefit,3.48,http://www.simpsonsworld.com/video/770437187884,175.0
232,583,http://static-media.fxx.com/img/FX_Networks_-_FXX/526/474/fox_TheSimpsons_VABF02_hulu.jpg,8.4,698.0,9,583,2015-12-13,2015,VABF02,27,Barthood,5.97,http://www.simpsonsworld.com/video/770423875541,182.0
233,585,http://static-media.fxx.com/img/FX_Networks_-_FXX/532/331/Simpsons_27_11.jpg,6.8,309.0,11,585,2016-01-10,2016,VABF04,27,Teenage Mutant Milk-Caused Hurdles,8.33,http://www.simpsonsworld.com/video/770430019813,172.0
234,598,,,,2,598,2016-10-02,2016,VABF18,28,"Friends and Family""[203]",,,
235,599,,,,3,599,2016-10-09,2016,VABF17,28,"The Town""[205]",,,
236,600,,,,4,600,2016-10-16,2016,VABF16,28,"Treehouse of Horror XXVII""[207]",,,
237,588,http://static-media.fxx.com/img/FX_Networks_-_FXX/552/851/simp_Gal_of_Constant_Sorrow-VABF06Sc1117_hires2.jpg,6.6,293.0,14,588,2016-02-21,2016,VABF06,27,Gal of Constant Sorrow,3.1,http://www.simpsonsworld.com/video/770451523845,144.0
238,590,http://static-media.fxx.com/img/FX_Networks_-_FXX/972/271/simp_The_Marg-ian_Chronicles_VABF09-Sc3022_hires2.jpg,7.3,262.0,16,590,2016-03-13,2016,VABF09,27,The Marge-ian Chronicles,3.07,http://www.simpsonsworld.com/video/770891331927,201.0
239,593,http://static-media.fxx.com/img/FX_Networks_-_FXX/975/199/simp_Fland_Canyon_VABF12Sc2032_hires2.jpg,7.1,229.0,19,593,2016-04-24,2016,VABF12,27,Fland Canyon,2.77,http://www.simpsonsworld.com/video/770894403718,192.0
240,595,http://static-media.fxx.com/img/FX_Networks_-_FXX/973/247/fox_TheSimpsons_VABF13_hulu.jpg,6.4,227.0,21,595,2016-05-15,2016,VABF13,27,Simprovised,2.8,http://www.simpsonsworld.com/video/770892355976,228.0
241,1,http://static-media.fxx.com/img/FX_Networks_-_FXX/617/479/Simpsons_01_08.jpg,8.2,3734.0,1,1,1989-12-17,1989,7G08,1,Simpsons Roasting on an Open Fire,26.7,http://www.simpsonsworld.com/video/273376835817,171408.0
242,2,http://static-media.fxx.com/img/FX_Networks_-_FXX/265/167/Simpsons_01_02.jpg,7.8,1973.0,2,2,1990-01-14,1990,7G02,1,Bart the Genius,24.5,http://www.simpsonsworld.com/video/283744835990,91423.0
243,4,http://static-media.fxx.com/img/FX_Networks_-_FXX/632/119/Simpsons_01_04__343617.jpg,7.8,1701.0,4,4,1990-01-28,1990,7G04,1,There's No Disgrace Like Home,20.2,http://www.simpsonsworld.com/video/273392195780,67378.0
244,6,http://static-media.fxx.com/img/FX_Networks_-_FXX/631/642/Simpsons_01_06.jpg,7.6,1674.0,6,6,1990-02-11,1990,7G06,1,Moaning Lisa,27.4,http://www.simpsonsworld.com/video/273391683535,55355.0
245,8,http://static-media.fxx.com/img/FX_Networks_-_FXX/688/495/Simpsons_01_07__906920.jpg,7.7,1580.0,8,8,1990-02-25,1990,7G07,1,The Telltale Head,28.0,http://www.simpsonsworld.com/video/305663555641,66311.0
246,34,http://static-media.fxx.com/img/FX_Networks_-_FXX/55/807/Simpsons_02_21.jpg,8.4,1379.0,21,34,1991-05-09,1991,7F21,2,Three Men and a Comic Book,21.0,http://www.simpsonsworld.com/video/310368835964,50403.0
247,36,http://static-media.fxx.com/img/FX_Networks_-_FXX/551/639/Simpsons_03_02.jpg,8.6,1798.0,1,36,1991-09-19,1991,7F24,3,Stark Raving Dad,22.9,http://www.simpsonsworld.com/video/272234051980,55238.0
248,38,http://static-media.fxx.com/img/FX_Networks_-_FXX/377/314/WhenFlandersFailed.jpg,8.2,1302.0,3,38,1991-10-03,1991,7F23,3,When Flanders Failed,22.8,http://www.simpsonsworld.com/video/272051267562,53499.0
249,40,http://static-media.fxx.com/img/FX_Networks_-_FXX/210/387/HomerDefined.jpg,8.5,1452.0,5,40,1991-10-17,1991,8F04,3,Homer Defined,20.6,http://www.simpsonsworld.com/video/256843843704,50601.0
250,78,http://static-media.fxx.com/img/FX_Networks_-_FXX/255/603/Simpsons_04_18.jpg,8.1,1122.0,19,78,1993-04-15,1993,9F16,4,The Front,20.1,http://www.simpsonsworld.com/video/288029763650,53404.0
251,73,http://static-media.fxx.com/img/FX_Networks_-_FXX/286/347/Simpsons_04_14.jpg,8.1,1176.0,14,73,1993-02-04,1993,9F12,4,Brother from the Same Planet,23.8,http://www.simpsonsworld.com/video/274103363992,59040.0
252,86,http://static-media.fxx.com/img/FX_Networks_-_FXX/314/99/Simpsons_05_06.jpg,8.7,1437.0,5,86,1993-10-28,1993,1F04,5,Treehouse of Horror IV,24.0,http://www.simpsonsworld.com/video/275206211805,110251.0
253,71,http://static-media.fxx.com/img/FX_Networks_-_FXX/353/959/Simpsons_04_12.jpg,9.0,2028.0,12,71,1993-01-14,1993,9F10,4,Marge vs. the Monorail,23.0,http://www.simpsonsworld.com/video/306386499796,88171.0
254,74,http://static-media.fxx.com/img/FX_Networks_-_FXX/290/251/Simpsons_04_15.jpg,8.3,1268.0,15,74,1993-02-11,1993,9F13,4,I Love Lisa,25.2,http://www.simpsonsworld.com/video/274107459686,62309.0
255,90,http://static-media.fxx.com/img/FX_Networks_-_FXX/309/219/Simpsons_05_09.jpg,8.4,1308.0,9,90,1993-12-09,1993,1F07,5,The Last Temptation of Homer,20.6,http://www.simpsonsworld.com/video/275201091952,59350.0
256,54,http://static-media.fxx.com/img/FX_Networks_-_FXX/573/459/Simpsons_03_19.jpg,7.7,1165.0,19,54,1992-03-12,1992,8F17,3,Dog of Death,23.4,http://www.simpsonsworld.com/video/274404419620,49665.0
257,42,http://static-media.fxx.com/img/FX_Networks_-_FXX/380/243/Simpsons_03_04.jpg,8.2,1369.0,7,42,1991-10-31,1991,8F02,3,Treehouse of Horror II,20.0,http://www.simpsonsworld.com/video/272054339616,103012.0
258,43,http://static-media.fxx.com/img/FX_Networks_-_FXX/61/163/Simpsons_03_Lisas_Pony.jpg,7.9,1243.0,8,43,1991-11-07,1991,8F06,3,Lisa's Pony,23.0,http://www.simpsonsworld.com/video/310374467809,53093.0
259,66,http://static-media.fxx.com/img/FX_Networks_-_FXX/38/975/Simpsons_04_07.jpg,7.8,1163.0,7,66,1992-11-05,1992,9F05,4,Marge Gets a Job,22.9,http://www.simpsonsworld.com/video/299613763656,69527.0
260,47,http://static-media.fxx.com/img/FX_Networks_-_FXX/43/355/I_Married_Marge.jpg,8.2,1213.0,12,47,1991-12-26,1991,8F10,3,I Married Marge,21.9,http://www.simpsonsworld.com/video/299618371603,47880.0
261,76,http://static-media.fxx.com/img/FX_Networks_-_FXX/71/579/Simpsons_04_17_Last_Exit_to_Springfield.jpg,9.0,1827.0,17,76,1993-03-11,1993,9F15,4,Last Exit to Springfield,22.4,http://www.simpsonsworld.com/video/357630019692,71907.0
262,49,http://static-media.fxx.com/img/FX_Networks_-_FXX/643/854/LisatheGreek.jpg,8.0,1179.0,14,49,1992-01-23,1992,8F12,3,Lisa the Greek,23.2,http://www.simpsonsworld.com/video/273404483565,49457.0
263,57,http://static-media.fxx.com/img/FX_Networks_-_FXX/958/415/TheOttoShow.jpg,7.7,1176.0,22,57,1992-04-23,1992,8F21,3,The Otto Show,17.5,http://www.simpsonsworld.com/video/279103043694,50068.0
264,85,http://static-media.fxx.com/img/FX_Networks_-_FXX/517/423/Simpsons_05_03.jpg,8.9,1479.0,4,85,1993-10-21,1993,1F01,5,Rosebud,19.5,http://www.simpsonsworld.com/video/279714371653,57149.0
265,50,http://static-media.fxx.com/img/FX_Networks_-_FXX/542/855/HomerAlone.jpg,8.0,1176.0,15,50,1992-02-06,1992,8F14,3,Homer Alone,23.7,http://www.simpsonsworld.com/video/272224835795,58991.0
266,52,http://static-media.fxx.com/img/FX_Networks_-_FXX/66/543/HomerattheBat.jpg,8.6,1637.0,17,52,1992-02-20,1992,8F13,3,Homer at the Bat,24.6,http://www.simpsonsworld.com/video/310380099768,72378.0
267,79,http://static-media.fxx.com/img/FX_Networks_-_FXX/350/323/Simpsons_04_20.jpg,8.1,1234.0,20,79,1993-04-29,1993,9F18,4,Whacking Day,20.0,http://www.simpsonsworld.com/video/288129091929,60739.0
268,63,http://static-media.fxx.com/img/FX_Networks_-_FXX/770/807/Simpsons_04_04.jpg,7.8,1194.0,4,63,1992-10-15,1992,9F02,4,Lisa the Beauty Queen,19.0,http://www.simpsonsworld.com/video/273537603930,52203.0
269,81,http://static-media.fxx.com/img/FX_Networks_-_FXX/432/843/Simpsons_04_21.jpg,8.2,1269.0,22,81,1993-05-13,1993,9F19,4,Krusty Gets Kancelled,19.4,http://www.simpsonsworld.com/video/274256963874,59948.0
270,56,http://static-media.fxx.com/img/FX_Networks_-_FXX/539/427/BlackWidower.jpg,8.2,1233.0,21,56,1992-04-09,1992,8F20,3,Black Widower,17.3,http://www.simpsonsworld.com/video/272221251812,57582.0
271,61,http://static-media.fxx.com/img/FX_Networks_-_FXX/770/807/Simpsons_04_01__722726.jpg,8.1,1339.0,2,61,1992-10-01,1992,8F18,4,A Streetcar Named Marge,18.3,http://www.simpsonsworld.com/video/273537603751,54487.0
272,64,http://static-media.fxx.com/img/FX_Networks_-_FXX/693/375/Simpsons_04_06.jpg,8.4,1394.0,5,64,1992-10-29,1992,9F04,4,Treehouse of Horror III,25.1,http://www.simpsonsworld.com/video/305668675610,108171.0
273,68,http://static-media.fxx.com/img/FX_Networks_-_FXX/777/139/Simpsons_04_09.jpg,8.8,1595.0,9,68,1992-11-19,1992,9F07,4,Mr. Plow,24.0,http://www.simpsonsworld.com/video/273544259768,63564.0
274,94,http://static-media.fxx.com/img/FX_Networks_-_FXX/519/875/Simpsons_05_12.jpg,8.3,1171.0,13,94,1994-02-10,1994,1F10,5,Homer and Apu,21.8,http://www.simpsonsworld.com/video/279716931614,58716.0
275,97,http://static-media.fxx.com/img/FX_Networks_-_FXX/83/635/Simpsons_05_16__340809.jpg,8.5,1191.0,16,97,1994-03-17,1994,1F14,5,Homer Loves Flanders,18.0,http://www.simpsonsworld.com/video/310398019629,69996.0
276,99,http://static-media.fxx.com/img/FX_Networks_-_FXX/267/619/Simpsons_05_18.jpg,8.4,1143.0,18,99,1994-04-14,1994,1F16,5,Burns' Heir,14.7,http://www.simpsonsworld.com/video/283747395787,81678.0
277,137,http://static-media.fxx.com/img/FX_Networks_-_FXX/1022/706/Simpsons_07_10.jpg,8.0,1023.0,9,137,1995-11-26,1995,3F08,7,Sideshow Bob's Last Gleaming,14.2,http://www.simpsonsworld.com/video/302792771516,61246.0
278,113,http://static-media.fxx.com/img/FX_Networks_-_FXX/440/151/Simpsons_06_09.jpg,8.0,1060.0,10,113,1994-12-04,1994,2F07,6,Grampa vs. Sexual Inadequacy,14.1,http://www.simpsonsworld.com/video/274264643876,64719.0
279,147,http://static-media.fxx.com/img/FX_Networks_-_FXX/275/210/Simpsons_07_17.jpg,8.2,1103.0,19,147,1996-03-24,1996,3F15,7,A Fish Called Selma,12.9,http://www.simpsonsworld.com/video/300935235544,57830.0
280,117,http://static-media.fxx.com/img/FX_Networks_-_FXX/829/739/Simpsons_06_13.jpg,8.6,1221.0,14,117,1995-02-05,1995,2F11,6,Bart's Comet,18.7,http://www.simpsonsworld.com/video/275746883888,67619.0
281,131,http://static-media.fxx.com/img/FX_Networks_-_FXX/151/307/Simpsons_07_03.jpg,8.3,1088.0,3,131,1995-10-01,1995,3F01,7,Home Sweet Homediddly-Dum-Doodily,14.5,http://www.simpsonsworld.com/video/306174019869,70120.0
282,142,http://static-media.fxx.com/img/FX_Networks_-_FXX/717/799/Simpsons_07_13.jpg,7.7,962.0,14,142,1996-02-04,1996,3F11,7,Scenes from the Class Struggle in Springfield,14.4,http://www.simpsonsworld.com/video/305694276001,58572.0
283,119,http://static-media.fxx.com/img/FX_Networks_-_FXX/831/691/Simpsons_06_15.jpg,8.5,1353.0,16,119,1995-02-19,1995,2F13,6,Bart vs. Australia,15.1,http://www.simpsonsworld.com/video/275748931680,80724.0
284,135,http://static-media.fxx.com/img/FX_Networks_-_FXX/555/447/Simpsons_07_07.jpg,9.0,1633.0,7,135,1995-11-05,1995,3F05,7,King-Size Homer,17.0,http://www.simpsonsworld.com/video/294786627843,81426.0
285,103,http://static-media.fxx.com/img/FX_Networks_-_FXX/522/803/Simpsons_05_21__042261.jpg,8.0,1060.0,22,103,1994-05-19,1994,1F20,5,Secrets of a Successful Marriage,15.6,http://www.simpsonsworld.com/video/279720003973,67959.0
286,105,http://static-media.fxx.com/img/FX_Networks_-_FXX/678/635/Lisas_Rival.jpg,8.1,1156.0,2,105,1994-09-11,1994,1F17,6,Lisa's Rival,16.7,http://www.simpsonsworld.com/video/278809667691,54225.0
287,121,http://static-media.fxx.com/img/FX_Networks_-_FXX/273/474/Simpsons_06_23__719260.jpg,8.5,1223.0,18,121,1995-03-05,1995,2F31,6,A Star Is Burns,14.4,http://www.simpsonsworld.com/video/283753539580,71936.0
288,122,http://static-media.fxx.com/img/FX_Networks_-_FXX/834/118/Simpsons_06_17.jpg,8.3,1190.0,19,122,1995-03-19,1995,2F15,6,Lisa's Wedding,14.4,http://www.simpsonsworld.com/video/275751491511,74266.0
289,106,http://static-media.fxx.com/img/FX_Networks_-_FXX/268/379/Simpsons_06_25.jpg,6.0,1051.0,3,106,1994-09-25,1994,2F33,6,Another Simpsons Clip Show,13.5,http://www.simpsonsworld.com/video/300928067775,42576.0
290,133,http://static-media.fxx.com/img/FX_Networks_-_FXX/981/1015/Simpsons_07_05.jpg,8.5,1288.0,5,133,1995-10-15,1995,3F03,7,Lisa the Vegetarian,14.6,http://www.simpsonsworld.com/video/276980291592,69245.0
291,124,http://static-media.fxx.com/img/FX_Networks_-_FXX/550/67/Simpsons_06_20.jpg,8.1,1004.0,21,124,1995-04-16,1995,2F19,6,The PTA Disbands,11.8,http://www.simpsonsworld.com/video/294780995610,74788.0
292,108,http://static-media.fxx.com/img/FX_Networks_-_FXX/813/622/Simpsons_06_04.jpg,8.3,1142.0,5,108,1994-10-09,1994,2F02,6,Sideshow Bob Roberts,14.4,http://www.simpsonsworld.com/video/275729987504,76932.0
293,110,http://static-media.fxx.com/img/FX_Networks_-_FXX/827/287/Simpsons_06_06.jpg,8.0,1150.0,7,110,1994-11-06,1994,2F04,6,Bart's Girlfriend,15.3,http://www.simpsonsworld.com/video/275744323759,62450.0
294,129,http://static-media.fxx.com/img/FX_Networks_-_FXX/713/395/Simpsons_07_02.jpg,8.9,1497.0,1,129,1995-09-17,1995,2F20,7,Who Shot Mr. Burns? (Part Two),16.0,http://www.simpsonsworld.com/video/305689667892,67579.0
295,126,http://static-media.fxx.com/img/FX_Networks_-_FXX/712/918/Simpsons_06_21.jpg,8.2,1003.0,23,126,1995-05-07,1995,2F21,6,The Springfield Connection,12.7,http://www.simpsonsworld.com/video/305689155572,79777.0
296,145,http://static-media.fxx.com/img/FX_Networks_-_FXX/213/871/Simpsons_07_16.jpg,8.9,1609.0,17,145,1996-02-25,1996,3F14,7,Homer the Smithers,14.1,http://www.simpsonsworld.com/video/277248579634,68354.0
297,112,http://static-media.fxx.com/img/FX_Networks_-_FXX/829/739/homner_badman.jpg,9.0,1655.0,9,112,1994-11-27,1994,2F06,6,Homer Badman,17.0,http://www.simpsonsworld.com/video/275746883653,71577.0
298,115,http://static-media.fxx.com/img/FX_Networks_-_FXX/828/763/Simpsons_06_11__977485.jpg,8.9,1457.0,12,115,1995-01-08,1995,2F09,6,Homer the Great,20.1,http://www.simpsonsworld.com/video/275745859881,71002.0
299,138,http://static-media.fxx.com/img/FX_Networks_-_FXX/173/987/Simpsons_07_25_Spectacular.jpg,7.5,1038.0,10,138,1995-12-03,1995,3F31,7,The Simpsons 138th Episode Spectacular,16.4,http://www.simpsonsworld.com/video/324451395934,56153.0
300,141,http://static-media.fxx.com/img/FX_Networks_-_FXX/995/179/Simpsons_07_11.jpg,8.7,1264.0,13,141,1996-01-14,1996,3F09,7,Two Bad Neighbors,16.5,http://www.simpsonsworld.com/video/276994115834,64224.0
301,144,http://static-media.fxx.com/img/FX_Networks_-_FXX/2/111/Simpsons_07_15.jpg,8.1,1039.0,16,144,1996-02-18,1996,3F13,7,Lisa the Iconoclast,13.4,http://www.simpsonsworld.com/video/302796355658,58795.0
302,136,http://static-media.fxx.com/img/FX_Networks_-_FXX/985/419/Simpsons_07_08.jpg,8.5,1226.0,8,136,1995-11-19,1995,3F06,7,Mother Simpson,15.3,http://www.simpsonsworld.com/video/276983875726,61085.0
303,150,http://static-media.fxx.com/img/FX_Networks_-_FXX/531/87/Simpsons_07_21.jpg,8.3,1122.0,22,150,1996-04-28,1996,3F19,7,"Raging Abe Simpson and His Grumbling Grandson in ""The Curse of the Flying Hellfish""",13.0,http://www.simpsonsworld.com/video/279728707597,69120.0
304,152,http://static-media.fxx.com/img/FX_Networks_-_FXX/1008/867/Simpsons_07_23.jpg,8.0,1095.0,24,152,1996-05-19,1996,3F21,7,Homerpalooza,12.9,http://www.simpsonsworld.com/video/277008451637,60569.0
305,181,http://static-media.fxx.com/img/FX_Networks_-_FXX/545/251/Simpsons_09_01.jpg,8.1,980.0,3,181,1997-10-19,1997,3G02,9,Lisa's Sax,12.9,http://www.simpsonsworld.com/video/279743555749,20008.0
306,166,http://static-media.fxx.com/img/FX_Networks_-_FXX/318/103/Simpsons_08_04.jpg,7.7,1088.0,13,166,1997-02-07,1997,3G03,8,Simpsoncalifragilisticexpiala(Annoyed Grunt)cious,17.7,http://www.simpsonsworld.com/video/436271683676,57608.0
307,154,http://static-media.fxx.com/img/FX_Networks_-_FXX/49/711/Simpsons_08_06__754432.jpg,8.3,1186.0,1,154,1996-10-27,1996,4F02,8,Treehouse of Horror VII,18.3,http://www.simpsonsworld.com/video/299625027835,102077.0
308,169,http://static-media.fxx.com/img/FX_Networks_-_FXX/341/551/Simpsons_08_18.jpg,8.2,1100.0,16,169,1997-02-23,1997,4F14,8,Brother from Another Series,15.1,http://www.simpsonsworld.com/video/436296259771,56659.0
309,156,http://static-media.fxx.com/img/FX_Networks_-_FXX/283/431/Simpsons_08_07__807077.jpg,8.0,1085.0,3,156,1996-11-10,1996,4F03,8,The Homer They Fall,17.0,http://www.simpsonsworld.com/video/288058947803,61146.0
310,158,http://static-media.fxx.com/img/FX_Networks_-_FXX/558/375/Simpsons_08_10.jpg,8.2,1098.0,5,158,1996-11-24,1996,4F06,8,Bart After Dark,14.1,http://www.simpsonsworld.com/video/294789699801,60210.0
311,202,http://static-media.fxx.com/img/FX_Networks_-_FXX/494/675/Simpsons_09_22__246040.jpg,7.7,880.0,24,202,1998-05-10,1998,5F17,9,Lost Our Lisa,7.6,http://www.simpsonsworld.com/video/467595331852,55316.0
312,199,http://static-media.fxx.com/img/FX_Networks_-_FXX/94/631/Simpsons_09_20.jpg,7.9,905.0,21,199,1998-04-19,1998,5F15,9,Girly Edition,8.5,http://www.simpsonsworld.com/video/299672131928,21811.0
313,187,http://static-media.fxx.com/img/FX_Networks_-_FXX/151/630/Simpsons_09_11.jpg,7.5,888.0,9,187,1997-12-07,1997,5F06,9,Realty Bites,10.6,http://www.simpsonsworld.com/video/280404547525,25183.0
314,174,http://static-media.fxx.com/img/FX_Networks_-_FXX/425/35/Simpsons_08_21.jpg,7.9,967.0,21,174,1997-04-20,1997,4F17,8,The Old Man and the Lisa,14.0,http://www.simpsonsworld.com/video/436383811985,56833.0
315,159,http://static-media.fxx.com/img/FX_Networks_-_FXX/1024/983/Simpsons_08_08.jpg,8.0,1008.0,6,159,1996-12-01,1996,4F04,8,A Milhouse Divided,12.8,http://www.simpsonsworld.com/video/277025347786,60956.0
316,170,http://static-media.fxx.com/img/FX_Networks_-_FXX/346/931/Simpsons_08_17.jpg,8.1,1020.0,17,170,1997-03-02,1997,4F13,8,"My Sister, My Sitter",15.1,http://www.simpsonsworld.com/video/436301891875,54247.0
317,193,http://static-media.fxx.com/img/FX_Networks_-_FXX/580/347/Simpsons_09_15.jpg,7.5,878.0,15,193,1998-02-22,1998,5F10,9,The Last Temptation of Krust,9.5,http://www.simpsonsworld.com/video/294812739638,20298.0
318,183,http://static-media.fxx.com/img/FX_Networks_-_FXX/18/227/Simpsons_09_06.jpg,8.2,1081.0,5,183,1997-11-02,1997,5F01,9,The Cartridge Family,10.3,http://www.simpsonsworld.com/video/302813251779,30921.0
319,172,http://static-media.fxx.com/img/FX_Networks_-_FXX/452/887/Simpsons_08_13.jpg,8.2,995.0,19,172,1997-04-06,1997,4F09,8,Grade School Confidential,13.3,http://www.simpsonsworld.com/video/436412995642,60584.0
320,161,http://static-media.fxx.com/img/FX_Networks_-_FXX/297/607/Simpsons_08_11.jpg,8.8,1268.0,8,161,1996-12-29,1996,4F07,8,Hurricane Neddy,,http://www.simpsonsworld.com/video/436250179702,66281.0
321,197,http://static-media.fxx.com/img/FX_Networks_-_FXX/14/823/Simpsons_09_02.jpg,8.3,1026.0,19,197,1998-03-29,1998,3G04,9,Simpson Tide,9.0,http://www.simpsonsworld.com/video/302809667837,23127.0
322,177,http://static-media.fxx.com/img/FX_Networks_-_FXX/517/827/Simpsons_08_24__923857.jpg,7.3,1006.0,24,177,1997-05-11,1997,4F20,8,The Simpsons Spin-Off Showcase,11.6,http://www.simpsonsworld.com/video/436481091875,57926.0
