album;song;lyrics;year;views
Unapologetic;Diamonds;"[Intro]
Shine bright like a diamond
Shine bright like a diamond

[Verse 1]
Find light in the beautiful sea
I choose to be happy
You and I, you and I, we're like diamonds in the sky
You're a shooting star I see, a vision of ecstasy
When you hold me, I'm alive, we're like diamonds in the sky

[Pre-Chorus]
I knew that we'd become one right away
Oh, right away
At first sight, I felt the energy of sun rays
I saw the life inside your eyes

[Chorus]
So shine bright, tonight, you and I
We're beautiful, like diamonds in the sky
Eye to eye, so alive
We're beautiful, like diamonds in the sky

[Post-Chorus]
Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shinin' bright like a diamond
We're beautiful, like diamonds in the sky
Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shinin' bright like a diamond
We're beautiful, like diamonds in the sky


[Verse 2]
Palms rise to the universe as we moonshine and molly
Feel the warmth, we'll never die
We're like diamonds in the sky
You're a shooting star I see, a vision of ecstasy
When you hold me, I'm alive
We're like diamonds in the sky

[Pre-Chorus]
At first sight, I felt the energy of sun rays
I saw the life inside your eyes

[Chorus]
So shine bright, tonight, you and I
We're beautiful, like diamonds in the sky
Eye to eye, so alive
We're beautiful, like diamonds in the sky

[Post-Chorus]
Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shinin' bright like a diamond
We're beautiful, like diamonds in the sky
Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shinin' bright like a diamond
We're beautiful, like diamonds in the sky
[Bridge]
Shine bright like a diamond
Shine bright like a diamond
Shine bright like a diamond

[Chorus]
So shine bright, tonight, you and I
We're beautiful, like diamonds in the sky
Eye to eye, so alive
We're beautiful, like diamonds in the sky

[Outro]
Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shine bright like a diamond
Oh-oh, yeah
Shine bright like a diamond (Woah)
Shine bright like a diamond (Woah)
Shine bright like a diamond
Shine bright like a diamond";2012;971800
Unapologetic;Numb (Ft. Eminem);"[Verse 1: Rihanna]
Ecstasy in the air
I don't care
Can't tell me nothing
I'm impaired
No worse for wear

[Chorus: Rihanna & Kanye West]
'Cause I'm going numb
I'm going numb, I'm going numb
I'm going numb, I'm going numb
(Let the champagne splash, let that man get cash
Let that man get past, let that man get cash)
I'm going numb, I'm going numb
I'm going numb, I'm going numb
I'm going numb, I'm going numb
I'm going numb, I'm going numb
(Let the champagne splash, let that man get cash
Let that man get past, let that man get cash)
I'm going numb, I'm going numb
I'm going numb, I'm going

[Verse 2: Rihanna]
Can't you see?
Ain't it clear
I don't care
Get closer to me
If you dare
I double dare


[Chorus: Rihanna & Kanye West]
'Cause I'm going numb
I'm going numb, I'm going numb
I'm going numb, I'm going numb
(Let the champagne splash, let that man get cash
Let that man get past, let that man get cash)
I'm going numb, I'm going numb
I'm going numb, I'm going numb
I'm going numb, I'm going numb
I'm going numb, I'm going numb
(Let the champagne splash, let that man get cash
Let that man get past, let that man get cash)
I'm going numb, I'm going numb
I'm going numb, I'm going

[Verse 3: Eminem]
I'm plastered (dry wall)
Look me in my (eyeball)
Do I look high? (no!)
I love the way you lie girl
Yeah, yeah, yeah, come here dear
I'm tryna get closer to you
I'm motionin' you to pull over, boo
I'm the siren that you hear (hear)
I'm the butt police and I'm lookin' at your rear, rear, rear
But odds are I'ma end up in the back of a squad car
By the end of tonight, I'm a rock star
Get your wind up, it's attack of the oddball
Homie can you show me where the gosh darn bath salts are
'Cause I'm sick of sniffin' asphalt
Every thought scarred got my pants off at the crosswalk
In suspenders and I can't feel my lips 'cause—
[Chorus: Rihanna & Kanye West]
'Cause I'm going numb
I'm going numb, I'm going numb
I'm going numb, I'm going numb
(Let the champagne splash, let that man get cash
Let that man get past, let that man get cash)
I'm going numb, I'm going numb
I'm going numb, I'm going numb
I'm going numb, I'm going numb
I'm going numb, I'm going numb
(Let the champagne splash, let that man get cash
Let that man get past, let that man get cash)
I'm going numb, I'm going numb
I'm going numb, I'm going";2012;198500
Unapologetic;Pour It Up;"[Chorus]
Throw it up, throw it up
Watch it all fall out
Pour it up, pour it up
That's how we ball out
Throw it up, throw it up
Watch it all fall out
Pour it up, pour it up
That's how we ball out

[Verse 1]
Strip clubs and dolla' bills, I still got mo' money
Patron shots can I get a refill
I still got mo' money
Strippers going up and down that pole
And I still got mo' money
Four o'clock and we ain't going home, cause I still got mo' money
Money make the world go round, I still got mo' money
Bands make your girl go down, I still got mo' money
Lot more where that came from, I still got mo' money
The look in your eyes I know you want some
And I still got mo' money...

[Pre-Chorus]
Oh-ohh-ohh, ohh, oh-oh-oh
All I see is signs, all I see is dolla' signs
Oh-ohh-ohh, ohh, oh-oh-oh
Money on my mind, money, money on my mind
Throw it, throw it up
Watch it fall out from the sky


[Chorus]
Throw it up, throw it up
Watch it all fall out
Pour it up, pour it up
That's how we ball out
Throw it up, throw it up
Watch it all fall out
Pour it up, pour it up
That's how we ball out

[Interlude]
That's how we ball out
That's how we ball out
That's how we ball out

[Verse 2]
Valet cost a hundred bill and I still got mo' money
Gold all up in my grill, I still got mo' money
Who cares how you haters feel and I still got mo' money
Call Jay up and close a deal, I still got mo' money
My fragrance on and they love my smell, I still got mo' money
So who cares about what I spend, I still got mo' money
My pockets deep and they never end, I still got mo' money
I'm going dumb with all my friends, I still got mo' money

[Pre-Chorus]
Oh-ohh-ohh, ohh, oh-oh-oh
All I see is signs, all I see is dolla' signs
Oh-ohh-ohh, ohh, oh-oh-oh
Money on my mind, money, money on my mind
Throw it, throw it up
Watch it fall out from the sky
[Chorus]
Throw it up, throw it up
Watch it all fall out
Pour it up, pour it up
That's how we ball out
Throw it up, throw it up
Watch it all fall out
Pour it up, pour it up
That's how we ball out
That's how we ball out
That's how we ball out
That's how we ball out";2012;431800
Unapologetic;Loveeeeeee Song (Ft. Future);"[Intro: Future]
Ain't nothin' wrong with it...

[Chorus: Future]
I don't wanna give you the wrong impression
I need love and affection
And I hope I'm not sounding too desperate
I need love and affection
Love, love, love
Love and affection
Love, love
L-o-v-e-e-e and affection

[Verse 1: Rihanna]
Oh baby, I'm not asking for the world, maybe
You can give me what I want, baby
Come hold me tight and when I'm drowning, save me
Give it to me on a daily
If I'm your girl, say my name, boy
Let me know I'm in control
We both grown so how we feel we can let it show
(I-I-I) Won't play around
(I-I-I) Wanna lay you down
(I-I-I) I need you now
I need you now, oh


[Chorus: Future]
I don't wanna give you the wrong impression
I need love and affection
And I hope I'm not sounding too desperate
I need love and affection
Love, love, love
Love and affection
Love, love
L-o-v-e-e-e and affection

[Verse 2: Rihanna]
Boy, lately you've been stingy with your time
Got me wondering
I'm wondering, If I'm on your mind
Boy, I just wanna be in your possession
Saying I'm the one you want
So come express it
Don't slip, don't slip
'Cause a nigga might push up on it
Don't really wanna lose this moment
Why window shop when you own this?
(I-I-I) Don't put it down
(I-I-I) Don't fuck around
(I-I-I) I want you now
I want you now, oh


[Chorus: Future]
I don't wanna give you the wrong impression
I need love and affection
And I hope I'm not sounding too desperate
I need love and affection
Love, love, love
Love and affection
Love, love
L-o-v-e-e-e and affection

[Bridge: Future with Rihanna]
Can you love me for poor? (Let me know)
I'm searching for my soul (Rockstar)
Who ever turned you cold? (Because)
You need to let him know
I can work miracles
I'll work your physical (Physical)
And when I love you close
You can feel my heart
Beating through my clothes
Future

[Chorus: Rihanna & Future]
I don't wanna give you the wrong impression
I need love and affection
And I hope I'm not sounding too desperate
I need love and affection
Love, love, love
Love and affection
Love, love
L-o-v-e-e-e and affection";2012;691500
Unapologetic;Jump (Ft. Kevin Cossom);"[Intro: Kevin Cossom]
Jump, jump, jump, jump
Jump, jump, jump, jump
Jump, jump

[Verse 1: Rihanna]
Tell me that you love me, when you know you don't love me
But I guess, I guess, I guess it's all good
You can play the game, I'ma still do my thing
Ain't no better way for it to be put
When you fuck them other girls
I bet they be wondering why you always call my name
You think I'm gonna wait around, I ain't got all day

[Pre-Chorus: Rihanna]
You don't need another lover
Don't you let it go
I already got it covered
Let the others know

[Chorus: Rihanna]
If you want it, let's do it
Ride it, my pony
My saddle is waiting
Come and jump on it
If you want it, let's do it
Ride it, my pony
My saddle is waiting
Come and jump on it


[Drop: Kevin Cossom]
Jump, jump, jump, jump
Jump, jump, jump, jump
Jump, jump, jump, jump
Jump, jump, jump, jump
Jump, jump, jump, jump
Jump, jump, jump, jump
Jump, jump, jump, jump
Jump, jump, jump, jump

[Verse 2: Rihanna]
Think I give a damn
Boy, don't you know who I am?
I ain't running 'round chasing no dude
Think somebody else like me gone come around?
Boy, you got it misunderstood
Put it in your face, but you actin' all scared
Like you can't recognize a good thing
Now that you got a chance, tell me, what it's gon' be?

[Pre-Chorus: Rihanna]
You don't need another lover
Don't you let it go
I already got it covered
Let the others know


[Chorus: Rihanna]
If you want it, let's do it
Ride it, my pony
My saddle is waiting
Come and jump on it
If you want it, let's do it
Ride it, my pony
My saddle is waiting
Come and jump on it

[Drop: Rihanna]
Jump, jump, jump, jump
Jump, jump, jump, jump
Jump, jump, jump, jump
Jump, jump, jump, jump
Jump, jump, jump, jump
Jump, jump, jump, jump
Jump, jump, jump, jump
Jump, jump, jump, jump

[Bridge: Kevin Cossom]
You say it's my fault
Okay, I get it
You ain't pick up your calls
I'm like, ""forget it""
See you put up your wall
You know you did it
The rise and the fall
Just admit it
You say it's my fault
Okay, I get it
You ain't answer your calls
I'm like, ""forget it""
It's the the rise and the fall
It's the the rise and the fall
And you could have had it all


[Chorus: Rihanna]
If you want it, let's do it
Ride it, my pony
My saddle is waiting
Come and jump on it
If you want it, let's do it
Ride it, my pony
My saddle is waiting
Come and jump on it

[Drop: Rihanna]
Jump, jump, jump, jump (Jump on it)
Jump, jump, jump, jump (Jump on it)
Jump, jump, jump, jump (Jump on it)
Jump, jump, jump, jump (Jump on it)
Jump, jump, jump, jump (Jump, jump on it)
Jump, jump, jump, jump (Jump, jump on it)
Jump, jump, jump, jump (Jump, jump on it)
Jump, jump, jump, jump (Jump, jump on it)";2012;163900
Unapologetic;Right Now (Ft. David Guetta);"[Chorus: Rihanna]
Tomorrow way too far away
And we can't get back yesterday
But we young right now
We got right now
So get up right now
'Cause all we got is right now
Tomorrow way too far away
And we can't get back yesterday
But we young right now
We got right now
So get up right now
'Cause all we got is right now

[Verse 1: Rihanna]
Baby, tonight I need you
And I feel it when I see you
Wherever you wanna go
Whenever, baby, I'm yours

[Chorus: Rihanna]
Tomorrow way too far away
And we can't get back yesterday
But we young right now
We got right now
So get up right now
'Cause all we got is right now
Tomorrow way too far away
And we can't get back yesterday
But we young right now
We got right now
So get up right now
'Cause all we got is right now
'Cause all we got is right now


[Verse 2: Rihanna]
So close, I can taste you
Ain't scared, I can take you
Can't fight the feeling
Got me fiendin'
You got me fiendin'
Something you wanted to do all your life
There's no more waiting, tonight is the night
And it can't be wrong, not if it feels this right
Turn it up
Scream it loud, yeah

[Chorus: Rihanna]
Tomorrow way too far away
And we can't get back yesterday
But we young right now
We got right now
So get up right now
'Cause all we got is right now
Tomorrow way too far away
And we can't get back yesterday
But we young right now
We got right now
So get up right now
'Cause all we got is right now
'Cause all we got is right now";2012;54300
Unapologetic;What Now;"[Verse 1]
I've been ignoring this big lump in my throat
I shouldn't be crying
Tears were for the weaker days
I'm stronger now, or so I say
But something's missing

[Pre-Chorus]
Whatever it is
It feels like it's laughing at me through the glass of a two-sided mirror
Whatever it is
It's just laughing at me
And I just wanna scream

[Chorus]
What now?
I just can't figure it out
What now?
I guess I'll just wait it out (Wait it out)
What now? Oh-oh-oh-oh
What now?

[Verse 2]
I found the one
He changed my life
But was it me that changed
And he just happened to come at the right time
I'm supposed to be in love, but I'm numb again

[Pre-Chorus]
Whatever it is
It feels like it's laughing at me through the glass of a two-sided mirror
Whatever it is
It's just sitting there laughing at me
And I just wanna scream

[Chorus]
What now?
I just can't figure it out
What now?
I guess I'll just wait it out (Wait it out)
What now? (Please tell me)
What now?

[Bridge]
There's no one to call, 'cause I'm just playing games with them all
But the more I swear I'm happy, the more that I'm feeling alone
'Cause I spend every hour just going through the motions
I can't even get the emotions to come out
Dry as a bone, but I just wanna shout

[Chorus]
What now?
I just can't figure it out
What now?
I guess I'll just wait it out (Wait it out)
What now? (Somebody tell me)
What now?


[Outro]
I don't know where to go
I don't know what to feel
I don't know how to cry
I don't know, oh-oh, why
I don't know where to go
I don't know what to feel
I don't know how to cry
I don't know, oh-oh, why
I don't know where to go
I don't know what to feel
I don't know how to cry
I don't know, oh-oh, why
So what now?";2012;288700
Unapologetic;Stay (Ft. Mikky Ekko);"[Verse 1: Rihanna]
All along it was a fever
A cold sweat, hot-headed believer
I threw my hands in the air, said, ""Show me something""
He said, ""If you dare, come a little closer""

[Pre-Chorus: Rihanna]
Round and around and around and around we go
Oh now, tell me now, tell me now, tell me now you know

[Chorus: Rihanna]
Not really sure how to feel about it
Something in the way you move
Makes me feel like I can't live without you
And it takes me all the way
I want you to stay

[Verse 2: Mikky Ekko]
It's not much of a life you're living
It's not just something you take, it's given

[Pre-Chorus: Mikky Ekko]
Round and around and around and around we go
Oh, now tell me now, tell me now, tell me now you know

[Chorus: Mikky Ekko]
Not really sure how to feel about it
Something in the way you move
Makes me feel like I can't live without you
And it takes me all the way
And I want you to stay


[Bridge: Rihanna & Mikky Ekko]
Ooh, the reason I hold on
Ooh, 'cause I need this hole gone
Funny you're the broken one
But I'm the only one who needed saving
'Cause when you never see the light
It's hard to know which one of us is caving

[Chorus: Rihanna & Mikky Ekko]
Not really sure how to feel about it
Something in the way you move
Makes me feel like I can't live without you
And it takes me all the way
I want you to stay

[Outro: Rihanna & Mikky Ekko]
Stay
I want you to stay
Ooh";2012;1700000
Unapologetic;Nobody's Business (Ft. Chris Brown);"[Chorus: Rihanna]
You'll always be mine
Sing it to the world
You'll always be my boy
I'll always be your girl
Ain't nobody's business
Ain't nobody's business
Ain't nobody's business
But mine and my baby
Mine and my baby
But mine and my baby
But mine and my baby (Ooh)

[Post-Chorus: Chris Brown]
I love to, love to, love you, baby
I love to, love to, love you, baby (Woo, woo)
Me and you, get it? (Woo, woo)
Ain't nobody's business
Said it, it ain't nobody's business (Woo, woo)

[Refrain: Rihanna]
Your love is perfection
Please point me in the right direction
I'ma give you all my affection
Every touch becomes infectious
Let's make out in this Lexus
There's no other love just like this
A life with you
I wonder, can we become love's persona?

[Pre-Chorus: Rihanna]
You'll always be the one that I wanna come home to, boy
Let me love you and show you how special you are
I wanna be your baby, you'll always be my baby
Tell me what you want now

[Chorus: Rihanna]
You'll sing it to the world
Baby, give me time
I'ma be your girl
And I wanna make you mine
And it ain't nobody's business
It ain't nobody's business
It ain't nobody's business
It ain't nobody's business just mine and my baby
Ooh, ooh
Ooh, ooh

[Refrain: Chris Brown]
Your love is perfection
Please point me in the right direction
I'ma give you all my affection
Every touch becomes infectious
Let's make out in this Lexus
There's no other love just like this
A life with you
I wonder, can we become love's persona?


[Pre-Chorus: Chris Brown]
You'll always be the one that I wanna come home to, girl
Let me love you and show you how special you are
I wanna be your baby, you'll always be my baby
Tell me what you want

[Chorus: Chris Brown with Rihanna]
Sing it to the world
Baby, give me time (Give me time)
You gon' be my girl (Oh, girl)
I wanna make you mine
And it ain't nobody's business (No)
It ain't nobody business (No)
It ain't nobody business
It ain't nobody business just mine and my baby
It ain't no (Ah), it, it, it ain't no
It, it, it ain't no, it ain't no (Ah-ah-ah-ah)
Ain't nobody business
Said it ain't nobody's business
It ain't nobody's business
It ain't nobody's business (Ain't nobody)

[Outro: Rihanna & Chris Brown]
You'll always be mine (Mine)
Sing it to the world (World, baby)
You'll always be my boy (Woo)
You'll always be my girl, yeah
Ain't nobody's business (Nobody's business)
Ain't nobody's business (Ain't nobody's business)
Ain't nobody's business (Nobody)
But mine and my baby";2012;124100
Unapologetic;Love Without Tragedy / Mother Mary;"Part I: Love Without Tragedy

[Refrain]
Red lipstick, rose petals, heartbreak
I was his Marilyn Monroe
Brown eyes, tuxedo, fast cars
A James Dean on the low
Dean on the low

[Verse]
I ask you, ""What's the matter?""
You say ""Oh, it's nothing at all.""
Heart's racing outta control
And you knew that I couldn't let it go
You used to be this boy I loved
And I used to be this girl of your dreams
Who knew the course of this one drive injured us fatally?
You took the best years of my life
I took the best years of your life
Felt like love struck me in the night
I prayed that love don't strike twice

[Refrain]
Red lipstick, rose petals, heartbreak
I was his Marilyn Monroe
Brown eyes, tuxedo, fast cars
A James Dean on the low

[Chorus]
What's love without tragedy?
What's love without tragedy?
(Marilyn Monroe)
What's love without tragedy?
What's love without tragedy?

Part II: Mother Mary

[Verse 1]
Mother Mary, I swear I wanna change
Mister Jesus, I'd love to be a queen
But I'm from the left side of an island
Never thought this many people would even know my name
As time flies way above me
For you, I've cried, tears ceding
Oh glory, the prayers carry me
I'll be a star, you keep directing me
Let's make the best scene they've ever seen

[Verse 2]
Let's capture the moment
'Cause even forever ain't forever
I swear by the moment
'Cause together ain't promise forever
Let's live in the moment
As long as we got each other
Die in the moment
I'm prepared to die in the moment
'Cause even forever ain't forever
I swear by the moment
'Cause together ain't promise forever
Let's live by the moment
As long as we got each other
Die in the moment
I'm prepared to die in the moment
To die in the moment


[Verse 1]
Mother Mary, I swear I wanna change
Mister Jesus, I'd love to be a queen
But I'm from the left side of an island
Never thought this many people would even know my name
As time flies way above me
For you, I've cried, tears ceding
Oh glory, the prayers carry me
I'll be a star, you keep directing me
Let's make the best scene they've ever seen

[Verse 2]
Let's capture the moment
'Cause even forever ain't forever
I swear by the moment
'Cause together ain't promise forever
Let's live in the moment
As long as we got each other
Die in the moment
I'm prepared to die in the moment
'Cause even forever ain't forever
I swear by the moment
'Cause together ain't promise forever
Let's live by the moment
As long as we got each other
Die in the moment
I'm prepared to die in the moment
To die in the moment


[Outro]
Die the moment
I'm prepared to die in the moment
I'm prepared to die in the moment
I'm prepared to die in the moment
'Cause even forever ain't forever
I swear by the moment
'Cause together ain't promise forever
I'm prepared to die in the moment";2012;199100
Unapologetic;Get It Over With;"[Verse 1]
It's dark in the day
I'll say now don't complain
Look up, the sun is just a cloud away
You're so afraid to cry
But your heart be feeling dry
It's time to change
But you keep thunderin', thunderin'
I'm wonderin', wonderin' why you keep thunderin'
Won't you just rain?
And get it over with

[Verse 2]
When I feel the pain
Now, babe, I won't complain
I hear you say, ""Look up, the sun is just a cloud away""
And now we're so afraid to cry
When you need a wave to ride, that's the way
You keep thunderin', thunderin'
I'm wonderin', wonderin' why you keep thunderin'
Won't you just fucking rain?
And get it over with

[Chorus]
And get it over with
I see you rolling it
Let's get it over with
Get high and float again
Roll up and go again
I see you rolling it
Let's get it over with
Get high and float again
Roll up and go again
It's alright
We can roll In the clouds
Getting high
We can float in the clouds
It's alright
We can roll in the clouds
Getting high
We can float in the clouds
It's alright
We can roll on the clouds
Getting high
We can float in the clouds


[Verse 3]
Keep thunderin', thunderin'
I'm wonderin', wonderin' why you keep thunderin'
Won't you fucking just rain?
And get it over with

[Chorus]
And get it over with
I see you rolling it
Let's get it over with
Get high and float again
Roll up and go again
I see you rolling it
Let's get it over with
Get high and float again
Roll up and go again
It's alright
We can roll In the clouds
Getting high
We can float in the clouds
It's alright
We can roll in the clouds
Getting high
We can float in the clouds
It's alright
We can roll on the clouds
Getting high
We can float in the clouds
We should be lighting it up
We should be lighting it up
Started with a lighting
It's dark in the day now
Say now don't complain
Look up, the sun is just a cloud away";2012;122000
Unapologetic;No Love Allowed;"[Verse 1]
911, it's a critical emergency, yeah
Better run-run-run
Come and charge him with the 1-4-3, yeah
Told me this world was mine
Such a beautiful lie
Now it's done, done, done
And his love is no more for me
Hand in the air as he waved me goodbye
He say he care, but no tears in his eyes
And ask me if I'm alright
Nigga, is you blind?

[Chorus]
Like a bullet, your love hit me to the core
I was flying 'til you knocked me to the floor
And it's so foolish how you keep me wanting more
I'm screaming murderer, how could you murder us?
I call it murder, no love allowed
Yeah, yeah, yeah, yeah, yeah, yeah
Oh yeah, yeah, yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah, yeah, yeah

[Verse 2]
Fi-Fo-Fum, like the sky is falling down on me
Numb-numb-numb
He so cold, he doesn't feel a thing
Broken heart was the case
Go on and put him away
He's the only one-one-one I ever let get the best of me
Hand in the air as he waved me goodbye
He say he care, but no tears in his eyes
And ask me if I'm alright
Nigga, is you blind?


[Chorus]
Like a bullet, your love hit me to the core
I was flying 'til you knocked me to the floor
And it's so foolish how you keep me wanting more
I'm screaming murderer, how could you murder us?
I call it murder, no love allowed
Yeah, yeah, yeah, yeah, yeah, yeah
Oh yeah, yeah, yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah, yeah, yeah

[Bridge]
Usually I'm the one that they cry for
But this man, he's the one that I'd die for
Mama said there's no 'cause for a rebel
Do you hear me now?
No love, no love, no love allowed

[Chorus]
Like a bullet, your love hit me to the core
I was flying 'til you knocked me to the floor
And it's so foolish how you keep me wanting more
I'm screaming murderer, how could you murder us?
I call it murder, no love allowed
I'm screaming murderer, how could you murder us?
I call it murder, no love allowed";2012;109500
Unapologetic;Lost in Paradise;"[Verse 1]
What am I supposed to do with this heart?
How do I take it off if I love at all?
It's like a work of art
In love, we all will fall, but
We fell a little harder
What am I supposed to do with this heart?
It may be wrong, but it feels right
To be lost in paradise

[Chorus]
I'm so lost in paradise
If I open up my eyes
I can see the storm, I can see the sky
I can see the darkness, flashing lights
All my fears, gone tonight
Let me stay
I'm lost in paradise
(Bass slap)

[Verse 2]
How was I to know that my love was delusional?
Somebody told me how to mend
A broken hearted soul
In love, we all will fall, but
We fell a little harder
What am I supposed to do with this heart?
It may be wrong, but it feels right
To be lost in paradise


[Chorus]
I'm so lost in paradise (Lost in paradise)
If I open up my eyes
I can see the storm, I can see the sky
I can see the darkness, flashing lights
All my fears, gone tonight
Let me stay
I'm lost in paradise
(Bass slap, bass slap)

[Bridge]
It may be wrong, but it feels right
All my fears are gone tonight
I'm lost in paradise

[Chorus]
I'm so lost in paradise (Lost in paradise)
If I open up my eyes
I can see the storm, I can see the sky
I can see the darkness, flashing lights
All my fears, gone tonight
Let me stay
I'm lost in paradise
Lost in paradise
Yeah
Lost in paradise
Lost in paradise
(Bass slap)";2012;44800
Unapologetic;Half of Me;"[Verse 1]
You saw me on a television
Setting fire to all the buildings
Yeah, I guess you saw me stealing
But you've no idea what I've been needing
We talk about when we were children
Not the kind of kid you believe in
You saw me on a television
Saw me on a television

[Chorus]
But that's just the half of it
Yeah, you saw the half of it
This is the life I live
And that's just the half of it

[Verse 2]
You saw me on a television
Hanging out my dirty linen
You're entitled to your own opinion
Sit and shake your head at my decisions
I guess the kind of songs that I've been singing
Make it seem as if I'm always winning
But you saw me on a television
Yeah, you saw me on a television


[Chorus]
But that's just the half of it
You saw the half of it
This is the life I live
And that's just the half of it

[Bridge]
Oh, you know me
I'm the life of the party
Beautiful people surround me
Everybody fallin' in love
Oh, you know me
Everybody knows that I'm crazy
Sticks and stones, they never break me
And I'm the type that don't give a fuck

[Chorus]
And that's just the half of it
You saw the half of it
Yeah, this is the life I live
And that's just the half of it
Yeah, you saw the half of it
And this is the life I live
You saw the half of it
Only the... half of it
Yeah, whoa


[Outro]
Saw me on a television
Saw me on a television";2012;53300
ANTI;Consideration (Ft. SZA);"[Verse 1: Rihanna]
I came fluttering in from Neverland
Time can never stop me, no, no, no, no
I know you've tried to
I came riding in on a pale white horse
Handing out highs to less fortunate
I do advise you
Run it back, run it on back
When you breaking it down for me
Cause I can't hear you, two times
Run it on back, will it ever make sense to me?

[Chorus: Rihanna]
I got to do things my own way darling
Will you ever let me
Will you ever respect me? No
Do things my own way darling
You should just let me
Why you ain't ever let me grow?

[Post-Chorus: SZA]
When I look outside my window
I can't get no piece of mind
When I look outside my window
I can't get no peace of mind


[Verse 2: Rihanna]
Let me cover your shit in glitter
I could make it gold, gold
Heard you tryna sell your soul, baby
Word on the street, you run it low lately
I needed you to please give my reflection a break
From the face it’s seeing now
Ooh darling, gahhlee
Would you mind giving my reflection a break
From the pain it’s feeling now?

[Chorus: Rihanna & SZA]
I got to do things my own way darling
You should just let me
Will you ever respect me? No
Do things my own way darling
You should just let me
Why you ain't ever let me grow?

[Post-Chorus: SZA]
When I look outside my window
I can't get no piece of mind
When I look outside my window
I can't get no peace of mind

[Outro: SZA (Rihanna)]
Get no piece
Get no peace
Get, get, getting no peace
Can't get no peace
(Get, g-g-get no peace oh)";2016;938100
ANTI;James Joint;"[Verse 1]
I'd rather be smoking weed whenever we breathe
Every time you kiss me
Don't say that you miss me
Just come get me

[Hook]
Don't know why, just know I want to
Don't know why, just know I want you

[Verse 2]
I'd rather be breaking things, cause we can't see
We're too busy kissing
Just making scenes, here come the police
They know about your history
How you live and love like ""fuck rules""?
Don't care why, just know I love you";2016;254700
ANTI;Kiss It Better;"[Intro]
Kiss it, kiss it better, baby
Kiss it, kiss it better, baby

[Verse 1]
Been waitin' on that sunshine, boy
I think I need that back
Can't do it like that
No one else gon' get it like that
So why argue? You yell, but cha take me back
Who cares, when it feels like crack?
Boy, ya know that you always do it right

[Pre-Chorus]
Man, fuck yo pride
Just take it on back, boy, take it on back, boy
Take it back all night
Just take it on back, take it on back
Mmm, do what cha gotta do, keep me up all night
Hurtin' vibe, man, it hurts inside when I look you in yo eye

[Chorus]
What are you willing to do?
Oh, tell me what you’re willing to do
(Kiss it, kiss it better, baby)
Oh, what are you willing to do?
Oh, tell me what you’re willing to do
(Kiss it, kiss it better, baby)


[Verse 2]
Been waitin' on that sunshine, boy
I think I need that back
Can't do it like that
No one else gon' get it like that
So why argue? You here, here to take me back
Who cares, when it feels like crack?
Boy, ya know that you always do it right

[Pre-Chorus]
Man, fuck yo pride
Just take it on back, boy, take it on back, boy
Take it back all night
Just take it on back, take it on back
Mmm, do what cha gotta do, keep me up all night
Hurtin' vibe, man, it hurts inside when I look you in yo eye

[Chorus]
What are you willing to do?
Oh, tell me what you’re willing to do
(Kiss it, kiss it better, baby)
Oh, what are you willing to do?
Oh, tell me what you’re willing to do
(Kiss it, kiss it better, baby)

[Verse 3]
I’ve been waitin' up all night
Baby tell me what’s wrong?
You're gonna make it right, make it all night long
I’ve been waiting up all night
Baby, tell me, what’s wrong?
Going to make it right, make it all night long


[Pre-Chorus]
Man, fuck yo pride
Just take it on back, boy, take it on back, boy
Take it back all night
Just take it on back, take it on back
Mmm, do what cha gotta do, keep me up all night
Hurtin' vibe, man, it hurts inside when I look you in yo eye

[Chorus]
What are you willing to do?
Oh, tell me what you’re willing to do
(Kiss it, kiss it better, baby)
Oh, what are you willing to do?
Oh, tell me what you’re willing to do
(Kiss it, kiss it better, baby)
What are you willing to do?
Oh, tell me what you’re willing to do
(Kiss it, kiss it better, baby)
Oh, what are you willing to do?
Oh, tell me what you’re willing to do
(Kiss it, kiss it better, baby)

[Outro]
Kiss it, kiss it better, baby
Kiss it, kiss it better, baby";2016;1400000
