Wk,Day,Date,Time,Home,xG_x,xG_y,Away,Attendance,Venue,Referee,game_id,Score_x,Score_y,Fouls_x,Corners_x,Crosses_x,Touches_x,Tackles_x,Interceptions_x,Aerials Won_x,Clearances_x,Offsides_x,Goal Kicks_x,Throw Ins_x,Long Balls_x,Fouls_y,Corners_y,Crosses_y,Touches_y,Tackles_y,Interceptions_y,Aerials Won_y,Clearances_y,Offsides_y,Goal Kicks_y,Throw Ins_y,Long Balls_y
26.0,Sun,2023-04-02,17:30,Werder Bremen,0.9,1.1,Hoffenheim,42000.0,Wohninvest Weserstadion,Sascha Stegemann,233,1,2,12.0,1.0,21.0,701.0,16.0,8.0,23.0,25.0,5.0,5.0,19.0,83.0,16.0,6.0,17.0,563.0,16.0,11.0,16.0,22.0,2.0,7.0,23.0,89.0
27.0,Sat,2023-04-08,15:30,Dortmund,2.6,0.5,Union Berlin,81365.0,Signal Iduna Park,Daniel Schlager,234,2,1,8.0,8.0,21.0,738.0,19.0,5.0,22.0,18.0,0.0,9.0,21.0,63.0,11.0,0.0,10.0,482.0,27.0,9.0,16.0,22.0,4.0,8.0,23.0,81.0
27.0,Sat,2023-04-08,15:30,Freiburg,1.0,3.5,Bayern Munich,34700.0,Europa-Park Stadion,Daniel Siebert,235,0,1,11.0,2.0,12.0,461.0,21.0,15.0,17.0,14.0,1.0,9.0,13.0,75.0,14.0,6.0,19.0,825.0,16.0,11.0,23.0,18.0,3.0,6.0,11.0,59.0
27.0,Sat,2023-04-08,15:30,Mainz 05,1.9,0.9,Werder Bremen,33305.0,Mewa Arena,Benjamin Brand,236,2,2,11.0,1.0,27.0,607.0,13.0,12.0,19.0,9.0,3.0,4.0,22.0,101.0,22.0,2.0,17.0,619.0,10.0,11.0,20.0,33.0,1.0,9.0,10.0,99.0
27.0,Sat,2023-04-08,15:30,Leverkusen,2.1,0.9,Eint Frankfurt,30210.0,BayArena,Robert Hartmann,237,3,1,9.0,2.0,6.0,574.0,23.0,13.0,9.0,17.0,1.0,8.0,11.0,56.0,13.0,5.0,19.0,700.0,11.0,11.0,9.0,8.0,0.0,4.0,22.0,75.0
27.0,Sat,2023-04-08,15:30,Augsburg,0.8,1.7,Köln,30660.0,WWK Arena,Robert Schröder,238,1,3,5.0,6.0,26.0,618.0,8.0,6.0,33.0,11.0,4.0,2.0,38.0,77.0,11.0,1.0,17.0,599.0,13.0,8.0,32.0,37.0,8.0,3.0,22.0,89.0
27.0,Sat,2023-04-08,18:30,Hertha BSC,0.5,2.0,RB Leipzig,50679.0,Olympiastadion Berlin,Deniz Aytekin,239,0,1,12.0,4.0,15.0,460.0,18.0,14.0,17.0,18.0,0.0,6.0,33.0,80.0,13.0,4.0,13.0,783.0,16.0,8.0,22.0,31.0,3.0,7.0,33.0,56.0
27.0,Sun,2023-04-09,15:30,M'Gladbach,1.6,1.5,Wolfsburg,51127.0,Stadion im Borussia-Park,Timo Gerach,240,2,0,12.0,5.0,12.0,559.0,17.0,7.0,10.0,30.0,2.0,6.0,23.0,59.0,11.0,8.0,30.0,633.0,21.0,6.0,10.0,15.0,2.0,7.0,22.0,65.0
27.0,Sun,2023-04-09,17:30,Bochum,2.4,2.2,Stuttgart,26000.0,Vonovia Ruhrstadion,Frank Willenborg,241,2,3,12.0,7.0,19.0,648.0,25.0,11.0,18.0,21.0,2.0,6.0,26.0,95.0,8.0,4.0,18.0,566.0,14.0,3.0,22.0,31.0,0.0,6.0,26.0,77.0
27.0,Sun,2023-04-09,19:30,Hoffenheim,2.2,0.7,Schalke 04,30150.0,PreZero Arena,Matthias Jöllenbeck,242,2,0,14.0,9.0,19.0,484.0,12.0,9.0,34.0,34.0,2.0,11.0,29.0,81.0,13.0,8.0,25.0,542.0,13.0,5.0,25.0,22.0,1.0,11.0,26.0,99.0
28.0,Fri,2023-04-14,20:30,Schalke 04,2.2,1.6,Hertha BSC,61981.0,Veltins-Arena,Felix Brych,243,5,2,12.0,7.0,15.0,450.0,12.0,5.0,32.0,41.0,3.0,6.0,18.0,81.0,19.0,8.0,24.0,445.0,9.0,8.0,26.0,25.0,4.0,6.0,31.0,70.0
28.0,Sat,2023-04-15,15:30,Bayern Munich,1.6,0.4,Hoffenheim,75000.0,Allianz Arena,Bastian Dankert,244,1,1,7.0,13.0,30.0,818.0,8.0,11.0,18.0,19.0,1.0,4.0,16.0,54.0,10.0,4.0,17.0,500.0,18.0,12.0,18.0,31.0,1.0,8.0,12.0,66.0
28.0,Sat,2023-04-15,15:30,Köln,1.0,0.8,Mainz 05,50000.0,RheinEnergieSTADION,Benjamin Cortus,245,1,1,10.0,3.0,19.0,612.0,9.0,10.0,30.0,26.0,1.0,7.0,26.0,96.0,15.0,3.0,17.0,533.0,12.0,10.0,31.0,24.0,3.0,12.0,27.0,96.0
28.0,Sat,2023-04-15,15:30,Stuttgart,1.4,1.8,Dortmund,47300.0,Mercedes-Benz Arena,Harm Osmers,246,3,3,7.0,5.0,20.0,614.0,13.0,10.0,7.0,22.0,2.0,6.0,15.0,54.0,14.0,7.0,17.0,758.0,17.0,6.0,10.0,21.0,1.0,10.0,17.0,47.0
28.0,Sat,2023-04-15,15:30,RB Leipzig,1.8,0.7,Augsburg,46058.0,Red Bull Arena,Marco Fritz,247,3,2,8.0,3.0,9.0,776.0,15.0,9.0,11.0,19.0,5.0,3.0,18.0,69.0,11.0,5.0,23.0,575.0,11.0,15.0,9.0,8.0,3.0,5.0,18.0,63.0
28.0,Sat,2023-04-15,18:30,Eint Frankfurt,2.2,1.2,M'Gladbach,50000.0,Deutsche Bank Park,Sven Jablonski,248,1,1,16.0,10.0,36.0,731.0,15.0,16.0,10.0,9.0,2.0,5.0,24.0,74.0,5.0,2.0,7.0,581.0,10.0,10.0,15.0,41.0,2.0,16.0,20.0,74.0
28.0,Sun,2023-04-16,15:30,Werder Bremen,1.7,0.8,Freiburg,42100.0,Wohninvest Weserstadion,Florian Badstübner,249,1,2,14.0,5.0,16.0,643.0,13.0,8.0,29.0,20.0,1.0,5.0,19.0,95.0,11.0,2.0,15.0,644.0,17.0,9.0,35.0,27.0,4.0,5.0,9.0,75.0
28.0,Sun,2023-04-16,17:30,Union Berlin,1.2,1.8,Bochum,20000.0,Stadion An der Alten Försterei,Tobias Stieler,250,1,1,10.0,5.0,15.0,465.0,9.0,8.0,26.0,28.0,4.0,9.0,22.0,78.0,7.0,7.0,22.0,631.0,9.0,6.0,36.0,12.0,0.0,8.0,25.0,91.0
28.0,Sun,2023-04-16,19:30,Wolfsburg,0.9,1.2,Leverkusen,20137.0,Volkswagen Arena,Sascha Stegemann,251,0,0,10.0,2.0,10.0,563.0,17.0,7.0,6.0,18.0,1.0,5.0,15.0,57.0,17.0,5.0,20.0,738.0,10.0,8.0,12.0,10.0,2.0,4.0,24.0,49.0
29.0,Fri,2023-04-21,20:30,Augsburg,0.7,1.1,Stuttgart,30660.0,WWK Arena,Christian Dingert,252,1,1,17.0,1.0,15.0,478.0,20.0,8.0,7.0,16.0,0.0,7.0,23.0,69.0,12.0,3.0,13.0,702.0,18.0,8.0,20.0,22.0,1.0,5.0,30.0,80.0
29.0,Sat,2023-04-22,15:30,Mainz 05,1.6,1.9,Bayern Munich,33305.0,Mewa Arena,Felix Zwayer,253,3,1,14.0,2.0,14.0,396.0,19.0,13.0,19.0,24.0,2.0,10.0,16.0,73.0,6.0,7.0,19.0,896.0,16.0,5.0,17.0,8.0,3.0,6.0,24.0,59.0
29.0,Sat,2023-04-22,15:30,Bochum,2.6,3.6,Wolfsburg,24834.0,Vonovia Ruhrstadion,Felix Brych,254,1,5,11.0,10.0,32.0,542.0,21.0,11.0,25.0,17.0,4.0,7.0,29.0,92.0,8.0,3.0,8.0,487.0,18.0,8.0,13.0,31.0,0.0,9.0,16.0,72.0
29.0,Sat,2023-04-22,15:30,Hertha BSC,1.6,2.0,Werder Bremen,74667.0,Olympiastadion Berlin,Robert Schröder,255,2,4,11.0,8.0,15.0,597.0,9.0,12.0,16.0,19.0,1.0,6.0,29.0,80.0,12.0,4.0,14.0,519.0,20.0,9.0,13.0,23.0,1.0,5.0,28.0,85.0
29.0,Sat,2023-04-22,15:30,Hoffenheim,0.9,1.7,Köln,30150.0,PreZero Arena,Robin Braun,256,1,3,11.0,2.0,20.0,628.0,17.0,7.0,27.0,15.0,1.0,11.0,22.0,83.0,11.0,5.0,15.0,575.0,11.0,13.0,30.0,19.0,3.0,6.0,20.0,82.0
29.0,Sat,2023-04-22,18:30,Dortmund,1.1,0.6,Eint Frankfurt,81365.0,Signal Iduna Park,Deniz Aytekin,257,4,0,10.0,5.0,19.0,660.0,18.0,11.0,11.0,8.0,1.0,7.0,27.0,79.0,13.0,2.0,9.0,580.0,30.0,13.0,5.0,21.0,3.0,6.0,18.0,48.0
29.0,Sun,2023-04-23,15:30,Freiburg,2.1,0.3,Schalke 04,34700.0,Europa-Park Stadion,Robert Hartmann,258,4,0,9.0,6.0,21.0,476.0,13.0,8.0,22.0,22.0,2.0,3.0,26.0,70.0,10.0,5.0,21.0,533.0,15.0,7.0,20.0,14.0,1.0,10.0,19.0,72.0
29.0,Sun,2023-04-23,17:30,Leverkusen,1.1,1.9,RB Leipzig,29085.0,BayArena,Daniel Schlager,259,2,0,9.0,0.0,6.0,491.0,12.0,22.0,14.0,19.0,1.0,13.0,14.0,62.0,9.0,9.0,24.0,855.0,13.0,7.0,6.0,3.0,3.0,2.0,18.0,47.0
29.0,Sun,2023-04-23,19:30,M'Gladbach,0.7,1.3,Union Berlin,52107.0,Stadion im Borussia-Park,Martin Petersen,260,0,1,10.0,2.0,25.0,794.0,7.0,5.0,14.0,11.0,0.0,5.0,19.0,59.0,12.0,2.0,15.0,533.0,10.0,6.0,23.0,25.0,3.0,4.0,12.0,78.0
30.0,Fri,2023-04-28,20:30,Bochum,0.9,2.7,Dortmund,26000.0,Vonovia Ruhrstadion,Sascha Stegemann,261,1,1,13.0,4.0,13.0,411.0,19.0,8.0,11.0,33.0,2.0,7.0,15.0,70.0,9.0,11.0,34.0,656.0,5.0,4.0,11.0,14.0,1.0,8.0,25.0,85.0
30.0,Sat,2023-04-29,15:30,Köln,1.6,1.6,Freiburg,50000.0,RheinEnergieSTADION,Tobias Reichel,262,0,1,15.0,9.0,40.0,629.0,11.0,9.0,31.0,24.0,1.0,3.0,29.0,72.0,7.0,6.0,17.0,516.0,8.0,9.0,33.0,32.0,0.0,11.0,18.0,82.0
30.0,Sat,2023-04-29,15:30,Stuttgart,2.3,1.2,M'Gladbach,47700.0,Mercedes-Benz Arena,Tobias Welz,263,2,1,11.0,5.0,17.0,598.0,11.0,12.0,22.0,22.0,3.0,5.0,13.0,47.0,14.0,8.0,20.0,767.0,19.0,10.0,7.0,24.0,0.0,4.0,19.0,81.0
30.0,Sat,2023-04-29,15:30,RB Leipzig,1.4,0.3,Hoffenheim,45294.0,Red Bull Arena,Tobias Stieler,264,1,0,9.0,7.0,16.0,755.0,11.0,9.0,11.0,10.0,3.0,8.0,35.0,70.0,14.0,1.0,13.0,584.0,16.0,10.0,15.0,20.0,1.0,9.0,14.0,60.0
30.0,Sat,2023-04-29,15:30,Union Berlin,0.8,0.8,Leverkusen,22012.0,Stadion An der Alten Försterei,Marco Fritz,265,0,0,9.0,6.0,21.0,463.0,18.0,14.0,17.0,17.0,1.0,4.0,19.0,87.0,8.0,4.0,16.0,793.0,5.0,5.0,17.0,23.0,1.0,7.0,19.0,45.0
30.0,Sat,2023-04-29,15:30,Eint Frankfurt,0.6,0.7,Augsburg,50000.0,Deutsche Bank Park,Frank Willenborg,266,1,1,6.0,5.0,13.0,706.0,15.0,10.0,19.0,31.0,4.0,4.0,29.0,79.0,11.0,7.0,15.0,524.0,7.0,10.0,25.0,25.0,3.0,9.0,25.0,86.0
30.0,Sat,2023-04-29,18:30,Schalke 04,1.6,1.2,Werder Bremen,61981.0,Veltins-Arena,Bastian Dankert,267,2,1,10.0,11.0,39.0,588.0,15.0,2.0,33.0,6.0,3.0,8.0,29.0,96.0,17.0,3.0,6.0,499.0,22.0,6.0,22.0,35.0,4.0,10.0,14.0,64.0
30.0,Sun,2023-04-30,15:30,Bayern Munich,2.7,0.1,Hertha BSC,75000.0,Allianz Arena,Patrick Ittrich,268,2,0,5.0,18.0,43.0,941.0,12.0,5.0,17.0,7.0,2.0,2.0,25.0,73.0,8.0,1.0,4.0,340.0,14.0,16.0,11.0,36.0,2.0,13.0,17.0,57.0
30.0,Sun,2023-04-30,17:30,Wolfsburg,1.9,1.7,Mainz 05,23817.0,Volkswagen Arena,Daniel Siebert,269,3,0,6.0,3.0,9.0,650.0,19.0,11.0,15.0,17.0,2.0,6.0,19.0,74.0,11.0,5.0,16.0,633.0,19.0,16.0,19.0,13.0,4.0,10.0,22.0,66.0
31.0,Fri,2023-05-05,20:30,Leverkusen,0.9,0.8,Köln,30210.0,BayArena,Felix Zwayer,270,1,2,8.0,9.0,28.0,842.0,20.0,10.0,19.0,4.0,3.0,5.0,36.0,64.0,13.0,2.0,12.0,550.0,20.0,14.0,21.0,29.0,0.0,5.0,22.0,78.0
31.0,Fri,2023-05-05,20:30,Mainz 05,1.3,2.9,Schalke 04,33305.0,Mewa Arena,Matthias Jöllenbeck,271,2,3,12.0,7.0,25.0,590.0,13.0,4.0,38.0,21.0,3.0,8.0,34.0,108.0,10.0,6.0,19.0,501.0,9.0,8.0,29.0,46.0,1.0,5.0,20.0,88.0
31.0,Sat,2023-05-06,15:30,Hoffenheim,2.2,2.2,Eint Frankfurt,30000.0,PreZero Arena,Harm Osmers,272,3,1,17.0,1.0,9.0,383.0,10.0,12.0,18.0,31.0,2.0,12.0,15.0,67.0,14.0,11.0,31.0,685.0,11.0,5.0,14.0,13.0,0.0,5.0,23.0,70.0
31.0,Sat,2023-05-06,15:30,Hertha BSC,1.2,1.5,Stuttgart,63443.0,Olympiastadion Berlin,Deniz Aytekin,273,2,1,9.0,3.0,11.0,402.0,23.0,20.0,17.0,30.0,1.0,5.0,22.0,74.0,19.0,5.0,21.0,755.0,15.0,5.0,30.0,13.0,2.0,8.0,26.0,67.0
31.0,Sat,2023-05-06,15:30,Freiburg,0.4,1.9,RB Leipzig,32900.0,Europa-Park Stadion,Tobias Welz,274,0,1,9.0,3.0,15.0,496.0,15.0,13.0,28.0,14.0,4.0,7.0,22.0,77.0,11.0,3.0,9.0,674.0,9.0,8.0,22.0,26.0,2.0,9.0,24.0,57.0
31.0,Sat,2023-05-06,15:30,M'Gladbach,1.9,1.1,Bochum,53797.0,Stadion im Borussia-Park,Robert Schröder,275,2,0,7.0,11.0,16.0,584.0,11.0,8.0,29.0,20.0,3.0,9.0,19.0,75.0,13.0,3.0,10.0,488.0,10.0,11.0,30.0,26.0,2.0,8.0,26.0,108.0
31.0,Sat,2023-05-06,15:30,Augsburg,0.9,0.7,Union Berlin,30660.0,WWK Arena,Florian Badstübner,276,1,0,10.0,3.0,20.0,430.0,5.0,4.0,24.0,25.0,0.0,11.0,11.0,86.0,14.0,7.0,33.0,636.0,4.0,5.0,21.0,19.0,2.0,7.0,16.0,89.0
31.0,Sat,2023-05-06,18:30,Werder Bremen,0.7,1.4,Bayern Munich,42100.0,Wohninvest Weserstadion,Christian Dingert,277,1,2,14.0,1.0,15.0,499.0,26.0,10.0,20.0,27.0,1.0,11.0,14.0,67.0,11.0,11.0,26.0,854.0,13.0,7.0,20.0,15.0,0.0,7.0,29.0,69.0
31.0,Sun,2023-05-07,17:30,Dortmund,4.2,1.2,Wolfsburg,81365.0,Signal Iduna Park,Marco Fritz,278,6,0,11.0,10.0,15.0,628.0,17.0,4.0,7.0,14.0,2.0,6.0,14.0,69.0,14.0,6.0,15.0,482.0,20.0,6.0,6.0,14.0,2.0,6.0,9.0,63.0
32.0,Fri,2023-05-12,20:30,Köln,4.3,1.1,Hertha BSC,50000.0,RheinEnergieSTADION,Sven Jablonski,279,5,2,11.0,12.0,37.0,697.0,18.0,10.0,25.0,14.0,0.0,6.0,23.0,64.0,13.0,3.0,13.0,461.0,12.0,9.0,15.0,29.0,0.0,11.0,17.0,59.0
32.0,Sat,2023-05-13,15:30,Eint Frankfurt,2.2,1.0,Mainz 05,50000.0,Deutsche Bank Park,Felix Brych,280,3,0,4.0,5.0,19.0,692.0,17.0,6.0,9.0,16.0,0.0,9.0,22.0,78.0,10.0,1.0,12.0,573.0,14.0,13.0,18.0,23.0,1.0,9.0,19.0,65.0
32.0,Sat,2023-05-13,15:30,Wolfsburg,1.1,1.0,Hoffenheim,22617.0,Volkswagen Arena,Tobias Stieler,281,2,1,17.0,1.0,15.0,534.0,15.0,11.0,22.0,28.0,0.0,5.0,25.0,92.0,12.0,7.0,23.0,617.0,16.0,6.0,24.0,13.0,7.0,8.0,26.0,91.0
32.0,Sat,2023-05-13,15:30,Union Berlin,1.5,2.1,Freiburg,22012.0,Stadion An der Alten Försterei,Marco Fritz,282,4,2,18.0,1.0,15.0,442.0,10.0,5.0,22.0,26.0,1.0,6.0,20.0,73.0,13.0,7.0,24.0,666.0,13.0,7.0,24.0,15.0,0.0,5.0,17.0,85.0
32.0,Sat,2023-05-13,15:30,Bochum,1.2,1.8,Augsburg,24453.0,Vonovia Ruhrstadion,Patrick Ittrich,283,3,2,13.0,7.0,25.0,479.0,11.0,11.0,25.0,36.0,1.0,9.0,20.0,100.0,16.0,7.0,17.0,415.0,8.0,7.0,29.0,25.0,0.0,9.0,22.0,102.0
32.0,Sat,2023-05-13,15:30,Bayern Munich,5.3,0.4,Schalke 04,75000.0,Allianz Arena,Robert Schröder,284,6,0,10.0,4.0,6.0,692.0,14.0,12.0,14.0,16.0,2.0,7.0,23.0,34.0,10.0,3.0,22.0,450.0,15.0,9.0,10.0,20.0,0.0,8.0,19.0,50.0
32.0,Sat,2023-05-13,18:30,Dortmund,4.5,2.0,M'Gladbach,81365.0,Signal Iduna Park,Daniel Schlager,285,5,2,10.0,10.0,26.0,721.0,16.0,5.0,6.0,12.0,0.0,6.0,19.0,41.0,12.0,4.0,14.0,626.0,19.0,7.0,6.0,26.0,3.0,15.0,19.0,34.0
32.0,Sun,2023-05-14,15:30,Stuttgart,1.3,1.8,Leverkusen,47500.0,Mercedes-Benz Arena,Frank Willenborg,286,1,1,7.0,7.0,16.0,641.0,10.0,8.0,11.0,13.0,0.0,9.0,14.0,58.0,14.0,3.0,16.0,605.0,17.0,8.0,5.0,21.0,0.0,6.0,17.0,36.0
32.0,Sun,2023-05-14,17:30,RB Leipzig,2.2,1.1,Werder Bremen,47069.0,Red Bull Arena,Florian Badstübner,287,2,1,12.0,3.0,14.0,746.0,17.0,9.0,20.0,13.0,5.0,6.0,23.0,46.0,20.0,2.0,10.0,487.0,16.0,6.0,7.0,18.0,1.0,10.0,21.0,70.0
33.0,Fri,2023-05-19,20:30,Freiburg,1.3,0.7,Wolfsburg,33300.0,Europa-Park Stadion,Bastian Dankert,288,2,0,15.0,4.0,19.0,505.0,14.0,10.0,14.0,13.0,2.0,9.0,10.0,74.0,16.0,4.0,11.0,597.0,14.0,5.0,11.0,17.0,0.0,7.0,17.0,57.0
33.0,Sat,2023-05-20,15:30,Schalke 04,1.0,1.6,Eint Frankfurt,61575.0,Veltins-Arena,Daniel Schlager,289,2,2,11.0,8.0,29.0,519.0,20.0,11.0,21.0,12.0,3.0,5.0,36.0,89.0,16.0,3.0,15.0,537.0,20.0,7.0,22.0,33.0,0.0,6.0,23.0,63.0
33.0,Sat,2023-05-20,15:30,Werder Bremen,1.8,1.4,Köln,41846.0,Wohninvest Weserstadion,Robert Hartmann,290,1,1,10.0,4.0,15.0,533.0,10.0,6.0,17.0,20.0,1.0,12.0,21.0,70.0,9.0,9.0,23.0,645.0,9.0,7.0,24.0,15.0,1.0,5.0,12.0,57.0
33.0,Sat,2023-05-20,15:30,Hertha BSC,1.2,1.1,Bochum,70692.0,Olympiastadion Berlin,Felix Brych,291,1,1,7.0,9.0,21.0,503.0,14.0,7.0,22.0,30.0,1.0,9.0,24.0,89.0,10.0,5.0,14.0,482.0,13.0,10.0,36.0,22.0,1.0,15.0,33.0,99.0
33.0,Sat,2023-05-20,15:30,Hoffenheim,2.4,2.0,Union Berlin,30000.0,PreZero Arena,Christian Dingert,292,4,2,15.0,1.0,5.0,528.0,14.0,2.0,11.0,43.0,2.0,12.0,23.0,77.0,15.0,5.0,33.0,649.0,15.0,7.0,33.0,11.0,1.0,3.0,24.0,99.0
33.0,Sat,2023-05-20,18:30,Bayern Munich,1.6,2.8,RB Leipzig,75000.0,Allianz Arena,Deniz Aytekin,293,1,3,8.0,7.0,24.0,770.0,20.0,8.0,8.0,13.0,2.0,4.0,28.0,66.0,11.0,2.0,11.0,565.0,31.0,14.0,6.0,24.0,0.0,14.0,20.0,63.0
33.0,Sun,2023-05-21,15:30,Mainz 05,1.3,1.8,Stuttgart,33305.0,Mewa Arena,Sven Jablonski,294,1,4,18.0,6.0,9.0,548.0,21.0,4.0,11.0,14.0,1.0,3.0,26.0,58.0,11.0,3.0,13.0,603.0,11.0,2.0,17.0,17.0,0.0,6.0,14.0,54.0
33.0,Sun,2023-05-21,17:30,Augsburg,0.2,3.1,Dortmund,30660.0,WWK Arena,Tobias Welz,295,0,3,12.0,3.0,8.0,426.0,16.0,4.0,10.0,18.0,2.0,8.0,17.0,71.0,9.0,8.0,16.0,690.0,9.0,8.0,5.0,16.0,1.0,3.0,16.0,49.0
33.0,Sun,2023-05-21,19:30,Leverkusen,1.6,1.7,M'Gladbach,30210.0,BayArena,Daniel Siebert,296,2,2,12.0,2.0,8.0,651.0,10.0,4.0,8.0,11.0,1.0,7.0,12.0,44.0,15.0,3.0,10.0,744.0,17.0,10.0,5.0,10.0,1.0,8.0,15.0,50.0
34.0,Sat,2023-05-27,15:30,RB Leipzig,2.6,1.2,Schalke 04,47069.0,Red Bull Arena,Harm Osmers,297,4,2,12.0,4.0,3.0,568.0,14.0,8.0,16.0,20.0,2.0,13.0,20.0,67.0,11.0,5.0,25.0,536.0,7.0,10.0,20.0,13.0,0.0,6.0,22.0,84.0
34.0,Sat,2023-05-27,15:30,Bochum,1.3,0.8,Leverkusen,26000.0,Vonovia Ruhrstadion,Tobias Welz,298,3,0,12.0,2.0,16.0,510.0,27.0,12.0,20.0,23.0,1.0,5.0,16.0,76.0,12.0,5.0,12.0,474.0,11.0,2.0,14.0,20.0,2.0,10.0,29.0,74.0
34.0,Sat,2023-05-27,15:30,Union Berlin,0.9,0.4,Werder Bremen,22012.0,Stadion An der Alten Försterei,Patrick Ittrich,299,1,0,9.0,15.0,43.0,550.0,14.0,7.0,33.0,11.0,3.0,4.0,25.0,94.0,10.0,1.0,9.0,604.0,16.0,3.0,20.0,39.0,1.0,17.0,11.0,83.0
34.0,Sat,2023-05-27,15:30,Eint Frankfurt,2.1,1.6,Freiburg,50500.0,Deutsche Bank Park,Deniz Aytekin,300,2,1,13.0,3.0,21.0,698.0,15.0,4.0,15.0,15.0,1.0,7.0,24.0,61.0,10.0,6.0,11.0,510.0,13.0,13.0,25.0,21.0,2.0,13.0,14.0,79.0
34.0,Sat,2023-05-27,15:30,Dortmund,4.0,1.8,Mainz 05,81365.0,Signal Iduna Park,Marco Fritz,301,2,2,5.0,6.0,62.0,877.0,23.0,8.0,21.0,15.0,1.0,9.0,22.0,63.0,13.0,3.0,10.0,455.0,23.0,10.0,15.0,49.0,0.0,11.0,18.0,65.0
34.0,Sat,2023-05-27,15:30,M'Gladbach,3.0,0.5,Augsburg,52186.0,Stadion im Borussia-Park,Matthias Jöllenbeck,302,2,0,5.0,4.0,13.0,923.0,14.0,6.0,6.0,13.0,4.0,5.0,11.0,63.0,19.0,4.0,11.0,393.0,12.0,5.0,6.0,20.0,2.0,7.0,17.0,62.0
34.0,Sat,2023-05-27,15:30,Stuttgart,2.5,0.8,Hoffenheim,47500.0,Mercedes-Benz Arena,Robert Schröder,303,1,1,12.0,9.0,36.0,710.0,7.0,8.0,15.0,10.0,1.0,6.0,26.0,89.0,10.0,2.0,10.0,558.0,14.0,7.0,16.0,31.0,2.0,11.0,16.0,70.0
34.0,Sat,2023-05-27,15:30,Wolfsburg,3.4,2.1,Hertha BSC,26775.0,Volkswagen Arena,Benjamin Cortus,304,1,2,9.0,6.0,22.0,707.0,14.0,10.0,17.0,9.0,2.0,2.0,28.0,72.0,18.0,3.0,7.0,476.0,11.0,9.0,19.0,33.0,2.0,13.0,12.0,60.0
34.0,Sat,2023-05-27,15:30,Köln,1.3,1.3,Bayern Munich,50000.0,RheinEnergieSTADION,Sven Jablonski,305,1,2,10.0,7.0,26.0,587.0,22.0,20.0,21.0,7.0,0.0,8.0,30.0,69.0,8.0,3.0,7.0,678.0,25.0,5.0,14.0,26.0,2.0,6.0,22.0,60.0
