Year,District,Neighbourhood,Place_of_origin,Amount
2019,Horta-Guinardo,el Carmel,Castile and Leon,5
2019,Horta-Guinardo,la Teixonera,Castile and Leon,6
2019,Horta-Guinardo,Sant Genis dels Agudells,Castile and Leon,0
2019,Horta-Guinardo,Montbau,Castile and Leon,4
2019,Horta-Guinardo,la Vall d'Hebron,Castile and Leon,6
2019,Horta-Guinardo,la Clota,Castile and Leon,0
2019,Horta-Guinardo,Horta,Castile and Leon,11
2019,Nou Barris,Vilapicina i la Torre Llobeta,Castile and Leon,5
2019,Nou Barris,Porta,Castile and Leon,5
2019,Nou Barris,el Turo de la Peira,Castile and Leon,6
2019,Nou Barris,Can Peguera,Castile and Leon,0
2019,Nou Barris,la Guineueta,Castile and Leon,4
2019,Nou Barris,Canyelles,Castile and Leon,2
2019,Nou Barris,les Roquetes,Castile and Leon,1
2019,Nou Barris,Verdun,Castile and Leon,3
2019,Nou Barris,la Prosperitat,Castile and Leon,10
2019,Nou Barris,la Trinitat Nova,Castile and Leon,7
2019,Nou Barris,Torre Baro,Castile and Leon,3
2019,Nou Barris,Ciutat Meridiana,Castile and Leon,4
2019,Nou Barris,Vallbona,Castile and Leon,0
2019,Sant Andreu,la Trinitat Vella,Castile and Leon,8
2019,Sant Andreu,Baro de Viver,Castile and Leon,1
2019,Sant Andreu,el Bon Pastor,Castile and Leon,10
2019,Sant Andreu,Sant Andreu,Castile and Leon,14
2019,Sant Andreu,la Sagrera,Castile and Leon,9
2019,Sant Andreu,el Congres i els Indians,Castile and Leon,8
2019,Sant Andreu,Navas,Castile and Leon,14
2019,Sant Marti,el Camp de l'Arpa del Clot,Castile and Leon,31
2019,Sant Marti,el Clot,Castile and Leon,15
2019,Sant Marti,el Parc i la Llacuna del Poblenou,Castile and Leon,11
2019,Sant Marti,la Vila Olimpica del Poblenou,Castile and Leon,4
2019,Sant Marti,el Poblenou,Castile and Leon,9
2019,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,Castile and Leon,2
2019,Sant Marti,el Besos i el Maresme,Castile and Leon,13
2019,Sant Marti,Provencals del Poblenou,Castile and Leon,8
2019,Sant Marti,Sant Marti de Provencals,Castile and Leon,6
2019,Sant Marti,la Verneda i la Pau,Castile and Leon,15
2019,Ciutat Vella,el Raval,Castile-La Mancha,10
2019,Ciutat Vella,el Barri Gotic,Castile-La Mancha,10
2019,Ciutat Vella,la Barceloneta,Castile-La Mancha,9
2019,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Castile-La Mancha,5
2019,Eixample,el Fort Pienc,Castile-La Mancha,15
2019,Eixample,la Sagrada Familia,Castile-La Mancha,13
2019,Eixample,la Dreta de l'Eixample,Castile-La Mancha,10
2019,Eixample,l'Antiga Esquerra de l'Eixample,Castile-La Mancha,24
2019,Eixample,la Nova Esquerra de l'Eixample,Castile-La Mancha,25
2019,Eixample,Sant Antoni,Castile-La Mancha,7
2019,Sants-Montjuic,el Poble Sec,Castile-La Mancha,14
2019,Sants-Montjuic,la Marina del Prat Vermell,Castile-La Mancha,0
2019,Sants-Montjuic,la Marina de Port,Castile-La Mancha,7
2019,Sants-Montjuic,la Font de la Guatlla,Castile-La Mancha,3
2019,Sants-Montjuic,Hostafrancs,Castile-La Mancha,7
2019,Sants-Montjuic,la Bordeta,Castile-La Mancha,11
2019,Sants-Montjuic,Sants - Badal,Castile-La Mancha,10
2019,Sants-Montjuic,Sants,Castile-La Mancha,12
2019,Les Corts,les Corts,Castile-La Mancha,7
2019,Les Corts,la Maternitat i Sant Ramon,Castile-La Mancha,6
2019,Les Corts,Pedralbes,Castile-La Mancha,1
2019,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Castile-La Mancha,0
2019,Sarria-Sant Gervasi,Sarria,Castile-La Mancha,8
2019,Sarria-Sant Gervasi,les Tres Torres,Castile-La Mancha,0
2019,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,Castile-La Mancha,7
2019,Sarria-Sant Gervasi,Sant Gervasi - Galvany,Castile-La Mancha,5
2019,Sarria-Sant Gervasi,el Putxet i el Farro,Castile-La Mancha,5
2019,Gracia,Vallcarca i els Penitents,Castile-La Mancha,6
2019,Gracia,el Coll,Castile-La Mancha,3
2019,Gracia,la Salut,Castile-La Mancha,3
2019,Gracia,la Vila de Gracia,Castile-La Mancha,9
2019,Gracia,el Camp d'en Grassot i Gracia Nova,Castile-La Mancha,7
2019,Horta-Guinardo,el Baix Guinardo,Castile-La Mancha,10
2019,Horta-Guinardo,Can Baro,Castile-La Mancha,5
2019,Horta-Guinardo,el Guinardo,Castile-La Mancha,6
2019,Horta-Guinardo,la Font d'en Fargues,Castile-La Mancha,0
2019,Horta-Guinardo,el Carmel,Castile-La Mancha,11
2019,Horta-Guinardo,la Teixonera,Castile-La Mancha,5
2019,Horta-Guinardo,Sant Genis dels Agudells,Castile-La Mancha,1
2019,Horta-Guinardo,Montbau,Castile-La Mancha,1
2019,Horta-Guinardo,la Vall d'Hebron,Castile-La Mancha,1
2019,Horta-Guinardo,la Clota,Castile-La Mancha,0
2019,Horta-Guinardo,Horta,Castile-La Mancha,6
2019,Nou Barris,Vilapicina i la Torre Llobeta,Castile-La Mancha,5
2019,Nou Barris,Porta,Castile-La Mancha,10
2019,Nou Barris,el Turo de la Peira,Castile-La Mancha,4
2019,Nou Barris,Can Peguera,Castile-La Mancha,0
2019,Nou Barris,la Guineueta,Castile-La Mancha,3
2019,Nou Barris,Canyelles,Castile-La Mancha,0
2019,Nou Barris,les Roquetes,Castile-La Mancha,6
2019,Nou Barris,Verdun,Castile-La Mancha,3
2019,Nou Barris,la Prosperitat,Castile-La Mancha,10
2019,Nou Barris,la Trinitat Nova,Castile-La Mancha,0
2019,Nou Barris,Torre Baro,Castile-La Mancha,1
2019,Nou Barris,Ciutat Meridiana,Castile-La Mancha,1
2019,Nou Barris,Vallbona,Castile-La Mancha,1
2019,Sant Andreu,la Trinitat Vella,Castile-La Mancha,5
2019,Sant Andreu,Baro de Viver,Castile-La Mancha,0
2019,Sant Andreu,el Bon Pastor,Castile-La Mancha,2
2019,Sant Andreu,Sant Andreu,Castile-La Mancha,13
2019,Sant Andreu,la Sagrera,Castile-La Mancha,11
2019,Sant Andreu,el Congres i els Indians,Castile-La Mancha,3
2019,Sant Andreu,Navas,Castile-La Mancha,1
2019,Sant Marti,el Camp de l'Arpa del Clot,Castile-La Mancha,15
2019,Sant Marti,el Clot,Castile-La Mancha,12
2019,Sant Marti,el Parc i la Llacuna del Poblenou,Castile-La Mancha,5
2019,Sant Marti,la Vila Olimpica del Poblenou,Castile-La Mancha,0
2019,Sant Marti,el Poblenou,Castile-La Mancha,5
2019,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,Castile-La Mancha,0
2019,Sant Marti,el Besos i el Maresme,Castile-La Mancha,6
2019,Sant Marti,Provencals del Poblenou,Castile-La Mancha,6
2019,Sant Marti,Sant Marti de Provencals,Castile-La Mancha,7
2019,Sant Marti,la Verneda i la Pau,Castile-La Mancha,11
2019,Ciutat Vella,el Raval,Catalonia,1158
2019,Ciutat Vella,el Barri Gotic,Catalonia,778
2019,Ciutat Vella,la Barceloneta,Catalonia,355
2019,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Catalonia,517
2019,Eixample,el Fort Pienc,Catalonia,680
2019,Eixample,la Sagrada Familia,Catalonia,963
2019,Eixample,la Dreta de l'Eixample,Catalonia,778
2019,Eixample,l'Antiga Esquerra de l'Eixample,Catalonia,839
2019,Eixample,la Nova Esquerra de l'Eixample,Catalonia,1060
2019,Eixample,Sant Antoni,Catalonia,742
2019,Sants-Montjuic,el Poble Sec,Catalonia,788
2019,Sants-Montjuic,la Marina del Prat Vermell,Catalonia,38
2019,Sants-Montjuic,la Marina de Port,Catalonia,588
2019,Sants-Montjuic,la Font de la Guatlla,Catalonia,244
2019,Sants-Montjuic,Hostafrancs,Catalonia,418
2019,Sants-Montjuic,la Bordeta,Catalonia,417
2019,Sants-Montjuic,Sants - Badal,Catalonia,718
2019,Sants-Montjuic,Sants,Catalonia,1191
2019,Les Corts,les Corts,Catalonia,790
2019,Les Corts,la Maternitat i Sant Ramon,Catalonia,552
2019,Les Corts,Pedralbes,Catalonia,219
2019,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Catalonia,92
2019,Sarria-Sant Gervasi,Sarria,Catalonia,430
2019,Sarria-Sant Gervasi,les Tres Torres,Catalonia,231
2019,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,Catalonia,411
2019,Sarria-Sant Gervasi,Sant Gervasi - Galvany,Catalonia,695
2019,Sarria-Sant Gervasi,el Putxet i el Farro,Catalonia,488
2019,Gracia,Vallcarca i els Penitents,Catalonia,291
2019,Gracia,el Coll,Catalonia,125
2019,Gracia,la Salut,Catalonia,184
2019,Gracia,la Vila de Gracia,Catalonia,928
2019,Gracia,el Camp d'en Grassot i Gracia Nova,Catalonia,589
2019,Horta-Guinardo,el Baix Guinardo,Catalonia,424
2019,Horta-Guinardo,Can Baro,Catalonia,144
2019,Horta-Guinardo,el Guinardo,Catalonia,627
2019,Horta-Guinardo,la Font d'en Fargues,Catalonia,133
2019,Horta-Guinardo,el Carmel,Catalonia,534
2019,Horta-Guinardo,la Teixonera,Catalonia,192
2019,Horta-Guinardo,Sant Genis dels Agudells,Catalonia,121
2019,Horta-Guinardo,Montbau,Catalonia,117
2019,Horta-Guinardo,la Vall d'Hebron,Catalonia,93
2019,Horta-Guinardo,la Clota,Catalonia,8
2019,Horta-Guinardo,Horta,Catalonia,513
2019,Nou Barris,Vilapicina i la Torre Llobeta,Catalonia,490
2019,Nou Barris,Porta,Catalonia,570
2019,Nou Barris,el Turo de la Peira,Catalonia,335
2019,Nou Barris,Can Peguera,Catalonia,25
2019,Nou Barris,la Guineueta,Catalonia,197
2019,Nou Barris,Canyelles,Catalonia,75
2019,Nou Barris,les Roquetes,Catalonia,343
2019,Nou Barris,Verdun,Catalonia,280
2019,Nou Barris,la Prosperitat,Catalonia,466
2019,Nou Barris,la Trinitat Nova,Catalonia,178
2019,Nou Barris,Torre Baro,Catalonia,68
2019,Nou Barris,Ciutat Meridiana,Catalonia,286
2019,Nou Barris,Vallbona,Catalonia,39
2019,Sant Andreu,la Trinitat Vella,Catalonia,249
2019,Sant Andreu,Baro de Viver,Catalonia,94
2019,Sant Andreu,el Bon Pastor,Catalonia,328
2019,Sant Andreu,Sant Andreu,Catalonia,960
2019,Sant Andreu,la Sagrera,Catalonia,454
2019,Sant Andreu,el Congres i els Indians,Catalonia,249
2019,Sant Andreu,Navas,Catalonia,346
2019,Sant Marti,el Camp de l'Arpa del Clot,Catalonia,731
2019,Sant Marti,el Clot,Catalonia,405
2019,Sant Marti,el Parc i la Llacuna del Poblenou,Catalonia,233
2019,Sant Marti,la Vila Olimpica del Poblenou,Catalonia,112
2019,Sant Marti,el Poblenou,Catalonia,567
2019,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,Catalonia,158
2019,Sant Marti,el Besos i el Maresme,Catalonia,758
2019,Sant Marti,Provencals del Poblenou,Catalonia,376
2019,Sant Marti,Sant Marti de Provencals,Catalonia,438
2019,Sant Marti,la Verneda i la Pau,Catalonia,456
2019,Ciutat Vella,el Raval,Valencian Community,84
2019,Ciutat Vella,el Barri Gotic,Valencian Community,99
2019,Ciutat Vella,la Barceloneta,Valencian Community,24
2019,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Valencian Community,46
2019,Eixample,el Fort Pienc,Valencian Community,65
2019,Eixample,la Sagrada Familia,Valencian Community,91
2019,Eixample,la Dreta de l'Eixample,Valencian Community,63
2019,Eixample,l'Antiga Esquerra de l'Eixample,Valencian Community,71
2019,Eixample,la Nova Esquerra de l'Eixample,Valencian Community,116
2019,Eixample,Sant Antoni,Valencian Community,81
2019,Sants-Montjuic,el Poble Sec,Valencian Community,76
2019,Sants-Montjuic,la Marina del Prat Vermell,Valencian Community,2
2019,Sants-Montjuic,la Marina de Port,Valencian Community,47
2019,Sants-Montjuic,la Font de la Guatlla,Valencian Community,18
2019,Sants-Montjuic,Hostafrancs,Valencian Community,27
2019,Sants-Montjuic,la Bordeta,Valencian Community,29
2019,Sants-Montjuic,Sants - Badal,Valencian Community,48
2019,Sants-Montjuic,Sants,Valencian Community,95
2019,Les Corts,les Corts,Valencian Community,69
2019,Les Corts,la Maternitat i Sant Ramon,Valencian Community,47
2019,Les Corts,Pedralbes,Valencian Community,9
2019,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Valencian Community,3
2019,Sarria-Sant Gervasi,Sarria,Valencian Community,24
2019,Sarria-Sant Gervasi,les Tres Torres,Valencian Community,16
2019,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,Valencian Community,26
2019,Sarria-Sant Gervasi,Sant Gervasi - Galvany,Valencian Community,58
2019,Sarria-Sant Gervasi,el Putxet i el Farro,Valencian Community,43
2019,Gracia,Vallcarca i els Penitents,Valencian Community,17
2019,Gracia,el Coll,Valencian Community,7
2019,Gracia,la Salut,Valencian Community,17
2019,Gracia,la Vila de Gracia,Valencian Community,95
2019,Gracia,el Camp d'en Grassot i Gracia Nova,Valencian Community,54
2019,Horta-Guinardo,el Baix Guinardo,Valencian Community,41
2019,Horta-Guinardo,Can Baro,Valencian Community,14
2019,Horta-Guinardo,el Guinardo,Valencian Community,37
2019,Horta-Guinardo,la Font d'en Fargues,Valencian Community,6
2019,Horta-Guinardo,el Carmel,Valencian Community,27
2019,Horta-Guinardo,la Teixonera,Valencian Community,13
2019,Horta-Guinardo,Sant Genis dels Agudells,Valencian Community,6
2019,Horta-Guinardo,Montbau,Valencian Community,11
2019,Horta-Guinardo,la Vall d'Hebron,Valencian Community,5
2019,Horta-Guinardo,la Clota,Valencian Community,0
2019,Horta-Guinardo,Horta,Valencian Community,25
2019,Nou Barris,Vilapicina i la Torre Llobeta,Valencian Community,28
2019,Nou Barris,Porta,Valencian Community,44
2019,Nou Barris,el Turo de la Peira,Valencian Community,22
2019,Nou Barris,Can Peguera,Valencian Community,0
2019,Nou Barris,la Guineueta,Valencian Community,12
2019,Nou Barris,Canyelles,Valencian Community,4
2019,Nou Barris,les Roquetes,Valencian Community,15
2019,Nou Barris,Verdun,Valencian Community,9
2019,Nou Barris,la Prosperitat,Valencian Community,26
2019,Nou Barris,la Trinitat Nova,Valencian Community,7
2019,Nou Barris,Torre Baro,Valencian Community,4
2019,Nou Barris,Ciutat Meridiana,Valencian Community,11
2019,Nou Barris,Vallbona,Valencian Community,0
2019,Sant Andreu,la Trinitat Vella,Valencian Community,11
2019,Sant Andreu,Baro de Viver,Valencian Community,2
2019,Sant Andreu,el Bon Pastor,Valencian Community,7
2019,Sant Andreu,Sant Andreu,Valencian Community,50
2019,Sant Andreu,la Sagrera,Valencian Community,36
2019,Sant Andreu,el Congres i els Indians,Valencian Community,29
2019,Sant Andreu,Navas,Valencian Community,41
2019,Sant Marti,el Camp de l'Arpa del Clot,Valencian Community,57
2019,Sant Marti,el Clot,Valencian Community,41
2019,Sant Marti,el Parc i la Llacuna del Poblenou,Valencian Community,21
2019,Sant Marti,la Vila Olimpica del Poblenou,Valencian Community,5
2019,Sant Marti,el Poblenou,Valencian Community,38
2019,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,Valencian Community,11
2019,Sant Marti,el Besos i el Maresme,Valencian Community,38
2019,Sant Marti,Provencals del Poblenou,Valencian Community,19
2019,Sant Marti,Sant Marti de Provencals,Valencian Community,19
2019,Sant Marti,la Verneda i la Pau,Valencian Community,33
2019,Ciutat Vella,el Raval,Extremadura,9
2019,Ciutat Vella,el Barri Gotic,Extremadura,1
2019,Ciutat Vella,la Barceloneta,Extremadura,10
2019,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Extremadura,0
2019,Eixample,el Fort Pienc,Extremadura,5
2019,Eixample,la Sagrada Familia,Extremadura,9
2019,Eixample,la Dreta de l'Eixample,Extremadura,6
2019,Eixample,l'Antiga Esquerra de l'Eixample,Extremadura,2
2019,Eixample,la Nova Esquerra de l'Eixample,Extremadura,7
2019,Eixample,Sant Antoni,Extremadura,3
2019,Sants-Montjuic,el Poble Sec,Extremadura,6
2019,Sants-Montjuic,la Marina del Prat Vermell,Extremadura,0
2019,Sants-Montjuic,la Marina de Port,Extremadura,5
2019,Sants-Montjuic,la Font de la Guatlla,Extremadura,1
2019,Sants-Montjuic,Hostafrancs,Extremadura,3
2019,Sants-Montjuic,la Bordeta,Extremadura,0
2019,Sants-Montjuic,Sants - Badal,Extremadura,3
2019,Sants-Montjuic,Sants,Extremadura,6
2019,Les Corts,les Corts,Extremadura,9
2019,Les Corts,la Maternitat i Sant Ramon,Extremadura,3
2019,Les Corts,Pedralbes,Extremadura,1
2019,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Extremadura,0
2019,Sarria-Sant Gervasi,Sarria,Extremadura,0
2019,Sarria-Sant Gervasi,les Tres Torres,Extremadura,0
2019,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,Extremadura,2
2019,Sarria-Sant Gervasi,Sant Gervasi - Galvany,Extremadura,4
2019,Sarria-Sant Gervasi,el Putxet i el Farro,Extremadura,3
2019,Gracia,Vallcarca i els Penitents,Extremadura,2
2019,Gracia,el Coll,Extremadura,1
2019,Gracia,la Salut,Extremadura,2
2019,Gracia,la Vila de Gracia,Extremadura,9
2019,Gracia,el Camp d'en Grassot i Gracia Nova,Extremadura,5
2019,Horta-Guinardo,el Baix Guinardo,Extremadura,1
2019,Horta-Guinardo,Can Baro,Extremadura,0
2019,Horta-Guinardo,el Guinardo,Extremadura,5
2019,Horta-Guinardo,la Font d'en Fargues,Extremadura,0
2019,Horta-Guinardo,el Carmel,Extremadura,1
2019,Horta-Guinardo,la Teixonera,Extremadura,1
2019,Horta-Guinardo,Sant Genis dels Agudells,Extremadura,1
2019,Horta-Guinardo,Montbau,Extremadura,0
2019,Horta-Guinardo,la Vall d'Hebron,Extremadura,0
2019,Horta-Guinardo,la Clota,Extremadura,0
2019,Horta-Guinardo,Horta,Extremadura,8
2019,Nou Barris,Vilapicina i la Torre Llobeta,Extremadura,2
2019,Nou Barris,Porta,Extremadura,10
2019,Nou Barris,el Turo de la Peira,Extremadura,5
2019,Nou Barris,Can Peguera,Extremadura,0
2019,Nou Barris,la Guineueta,Extremadura,1
2019,Nou Barris,Canyelles,Extremadura,0
2019,Nou Barris,les Roquetes,Extremadura,2
2019,Nou Barris,Verdun,Extremadura,3
2019,Nou Barris,la Prosperitat,Extremadura,3
2019,Nou Barris,la Trinitat Nova,Extremadura,1
2019,Nou Barris,Torre Baro,Extremadura,0
2019,Nou Barris,Ciutat Meridiana,Extremadura,5
2019,Nou Barris,Vallbona,Extremadura,1
2019,Sant Andreu,la Trinitat Vella,Extremadura,0
2019,Sant Andreu,Baro de Viver,Extremadura,0
2019,Sant Andreu,el Bon Pastor,Extremadura,0
2019,Sant Andreu,Sant Andreu,Extremadura,3
2019,Sant Andreu,la Sagrera,Extremadura,0
2019,Sant Andreu,el Congres i els Indians,Extremadura,1
2019,Sant Andreu,Navas,Extremadura,6
2019,Sant Marti,el Camp de l'Arpa del Clot,Extremadura,2
2019,Sant Marti,el Clot,Extremadura,7
2019,Sant Marti,el Parc i la Llacuna del Poblenou,Extremadura,2
2019,Sant Marti,la Vila Olimpica del Poblenou,Extremadura,0
2019,Sant Marti,el Poblenou,Extremadura,5
2019,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,Extremadura,1
2019,Sant Marti,el Besos i el Maresme,Extremadura,2
2019,Sant Marti,Provencals del Poblenou,Extremadura,2
2019,Sant Marti,Sant Marti de Provencals,Extremadura,2
2019,Sant Marti,la Verneda i la Pau,Extremadura,5
2019,Ciutat Vella,el Raval,Galicia,40
2019,Ciutat Vella,el Barri Gotic,Galicia,15
2019,Ciutat Vella,la Barceloneta,Galicia,19
2019,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Galicia,18
2019,Eixample,el Fort Pienc,Galicia,13
2019,Eixample,la Sagrada Familia,Galicia,45
2019,Eixample,la Dreta de l'Eixample,Galicia,20
2019,Eixample,l'Antiga Esquerra de l'Eixample,Galicia,43
2019,Eixample,la Nova Esquerra de l'Eixample,Galicia,44
2019,Eixample,Sant Antoni,Galicia,34
2019,Sants-Montjuic,el Poble Sec,Galicia,16
2019,Sants-Montjuic,la Marina del Prat Vermell,Galicia,0
2019,Sants-Montjuic,la Marina de Port,Galicia,20
2019,Sants-Montjuic,la Font de la Guatlla,Galicia,9
2019,Sants-Montjuic,Hostafrancs,Galicia,13
2019,Sants-Montjuic,la Bordeta,Galicia,2
2019,Sants-Montjuic,Sants - Badal,Galicia,9
2019,Sants-Montjuic,Sants,Galicia,27
2019,Les Corts,les Corts,Galicia,28
2019,Les Corts,la Maternitat i Sant Ramon,Galicia,14
2019,Les Corts,Pedralbes,Galicia,5
2019,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Galicia,2
2019,Sarria-Sant Gervasi,Sarria,Galicia,3
2019,Sarria-Sant Gervasi,les Tres Torres,Galicia,2
2019,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,Galicia,4
2019,Sarria-Sant Gervasi,Sant Gervasi - Galvany,Galicia,16
2019,Sarria-Sant Gervasi,el Putxet i el Farro,Galicia,18
2019,Gracia,Vallcarca i els Penitents,Galicia,4
2019,Gracia,el Coll,Galicia,5
2019,Gracia,la Salut,Galicia,6
2019,Gracia,la Vila de Gracia,Galicia,44
2019,Gracia,el Camp d'en Grassot i Gracia Nova,Galicia,19
2019,Horta-Guinardo,el Baix Guinardo,Galicia,10
2019,Horta-Guinardo,Can Baro,Galicia,9
2019,Horta-Guinardo,el Guinardo,Galicia,28
2019,Horta-Guinardo,la Font d'en Fargues,Galicia,3
2019,Horta-Guinardo,el Carmel,Galicia,21
2019,Horta-Guinardo,la Teixonera,Galicia,4
2019,Horta-Guinardo,Sant Genis dels Agudells,Galicia,0
2019,Horta-Guinardo,Montbau,Galicia,2
2019,Horta-Guinardo,la Vall d'Hebron,Galicia,3
2019,Horta-Guinardo,la Clota,Galicia,0
2019,Horta-Guinardo,Horta,Galicia,13
2019,Nou Barris,Vilapicina i la Torre Llobeta,Galicia,17
2019,Nou Barris,Porta,Galicia,7
2019,Nou Barris,el Turo de la Peira,Galicia,7
2019,Nou Barris,Can Peguera,Galicia,1
2019,Nou Barris,la Guineueta,Galicia,5
2019,Nou Barris,Canyelles,Galicia,2
2019,Nou Barris,les Roquetes,Galicia,1
2019,Nou Barris,Verdun,Galicia,3
2019,Nou Barris,la Prosperitat,Galicia,23
2019,Nou Barris,la Trinitat Nova,Galicia,4
2019,Nou Barris,Torre Baro,Galicia,0
2019,Nou Barris,Ciutat Meridiana,Galicia,3
2019,Nou Barris,Vallbona,Galicia,0
2019,Sant Andreu,la Trinitat Vella,Galicia,7
2019,Sant Andreu,Baro de Viver,Galicia,1
2019,Sant Andreu,el Bon Pastor,Galicia,4
2019,Sant Andreu,Sant Andreu,Galicia,13
2019,Sant Andreu,la Sagrera,Galicia,12
2019,Sant Andreu,el Congres i els Indians,Galicia,3
2019,Sant Andreu,Navas,Galicia,19
2019,Sant Marti,el Camp de l'Arpa del Clot,Galicia,33
2019,Sant Marti,el Clot,Galicia,14
2019,Sant Marti,el Parc i la Llacuna del Poblenou,Galicia,3
2019,Sant Marti,la Vila Olimpica del Poblenou,Galicia,1
2019,Sant Marti,el Poblenou,Galicia,9
2019,Sant Marti,Diagonal Mar i el Front Marítim del Poblenou,Galicia,3
2019,Sant Marti,el Besos i el Maresme,Galicia,9
2019,Sant Marti,Provencals del Poblenou,Galicia,3
2019,Sant Marti,Sant Marti de Provencals,Galicia,17
