Year,District,Neighbourhood,Place_of_origin,Amount
2021,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Navarra,0
2021,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Basque Country,1
2021,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Rioja,0
2021,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Ceuta,0
2021,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Melilla,0
2021,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Foreign countries,69
2021,Sarria-Sant Gervasi,Sarria,Andalusia,30
2021,Sarria-Sant Gervasi,Sarria,Aragon,14
2021,Sarria-Sant Gervasi,Sarria,Asturias,1
2021,Sarria-Sant Gervasi,Sarria,Balearic Islands,37
2021,Sarria-Sant Gervasi,Sarria,Canary Islands,5
2021,Sarria-Sant Gervasi,Sarria,Cantabria,4
2021,Sarria-Sant Gervasi,Sarria,Castile and Leon,1
2021,Sarria-Sant Gervasi,Sarria,Castile-La Mancha,3
2021,Sarria-Sant Gervasi,Sarria,Catalonia,417
2021,Sarria-Sant Gervasi,Sarria,Valencian Community,17
2021,Sarria-Sant Gervasi,Sarria,Extremadura,0
2021,Sarria-Sant Gervasi,Sarria,Galicia,9
2021,Sarria-Sant Gervasi,Sarria,Community of Madrid,50
2021,Sarria-Sant Gervasi,Sarria,Murcia,3
2021,Sarria-Sant Gervasi,Sarria,Navarra,3
2021,Sarria-Sant Gervasi,Sarria,Basque Country,8
2021,Sarria-Sant Gervasi,Sarria,Rioja,1
2021,Sarria-Sant Gervasi,Sarria,Ceuta,0
2021,Sarria-Sant Gervasi,Sarria,Melilla,0
2021,Sarria-Sant Gervasi,Sarria,Foreign countries,630
2021,Sarria-Sant Gervasi,les Tres Torres,Andalusia,17
2021,Sarria-Sant Gervasi,les Tres Torres,Aragon,7
2021,Sarria-Sant Gervasi,les Tres Torres,Asturias,0
2021,Sarria-Sant Gervasi,les Tres Torres,Balearic Islands,23
2021,Sarria-Sant Gervasi,les Tres Torres,Canary Islands,7
2021,Sarria-Sant Gervasi,les Tres Torres,Cantabria,2
2021,Sarria-Sant Gervasi,les Tres Torres,Castile and Leon,7
2021,Sarria-Sant Gervasi,les Tres Torres,Castile-La Mancha,1
2021,Sarria-Sant Gervasi,les Tres Torres,Catalonia,231
2021,Sarria-Sant Gervasi,les Tres Torres,Valencian Community,9
2021,Sarria-Sant Gervasi,les Tres Torres,Extremadura,1
2021,Sarria-Sant Gervasi,les Tres Torres,Galicia,2
2021,Sarria-Sant Gervasi,les Tres Torres,Community of Madrid,44
2021,Sarria-Sant Gervasi,les Tres Torres,Murcia,1
2021,Sarria-Sant Gervasi,les Tres Torres,Navarra,0
2021,Sarria-Sant Gervasi,les Tres Torres,Basque Country,5
2021,Sarria-Sant Gervasi,les Tres Torres,Rioja,1
2021,Sarria-Sant Gervasi,les Tres Torres,Ceuta,0
2021,Sarria-Sant Gervasi,les Tres Torres,Melilla,0
2021,Sarria-Sant Gervasi,les Tres Torres,Foreign countries,303
2021,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,Andalusia,20
2021,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,Aragon,6
2021,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,Asturias,1
2021,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,Balearic Islands,22
2021,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,Canary Islands,6
2021,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,Cantabria,0
2021,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,Castile and Leon,16
2021,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,Castile-La Mancha,1
2021,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,Catalonia,437
2021,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,Valencian Community,19
2021,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,Extremadura,1
2021,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,Galicia,3
2021,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,Community of Madrid,34
2021,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,Murcia,2
2021,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,Navarra,1
2021,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,Basque Country,6
2021,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,Rioja,0
2021,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,Ceuta,0
2021,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,Melilla,5
2021,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,Foreign countries,725
2021,Sarria-Sant Gervasi,Sant Gervasi - Galvany,Andalusia,47
2021,Sarria-Sant Gervasi,Sant Gervasi - Galvany,Aragon,15
2021,Sarria-Sant Gervasi,Sant Gervasi - Galvany,Asturias,8
2021,Sarria-Sant Gervasi,Sant Gervasi - Galvany,Balearic Islands,63
2021,Sarria-Sant Gervasi,Sant Gervasi - Galvany,Canary Islands,18
2021,Sarria-Sant Gervasi,Sant Gervasi - Galvany,Cantabria,6
2021,Sarria-Sant Gervasi,Sant Gervasi - Galvany,Castile and Leon,8
2021,Sarria-Sant Gervasi,Sant Gervasi - Galvany,Castile-La Mancha,4
2021,Sarria-Sant Gervasi,Sant Gervasi - Galvany,Catalonia,797
2021,Sarria-Sant Gervasi,Sant Gervasi - Galvany,Valencian Community,46
2021,Sarria-Sant Gervasi,Sant Gervasi - Galvany,Extremadura,2
2021,Sarria-Sant Gervasi,Sant Gervasi - Galvany,Galicia,16
2021,Sarria-Sant Gervasi,Sant Gervasi - Galvany,Community of Madrid,103
2021,Sarria-Sant Gervasi,Sant Gervasi - Galvany,Murcia,9
2021,Sarria-Sant Gervasi,Sant Gervasi - Galvany,Navarra,20
2021,Sarria-Sant Gervasi,Sant Gervasi - Galvany,Basque Country,15
2021,Sarria-Sant Gervasi,Sant Gervasi - Galvany,Rioja,1
2021,Sarria-Sant Gervasi,Sant Gervasi - Galvany,Ceuta,0
2021,Sarria-Sant Gervasi,Sant Gervasi - Galvany,Melilla,0
2021,Sarria-Sant Gervasi,Sant Gervasi - Galvany,Foreign countries,1442
2021,Sarria-Sant Gervasi,el Putxet i el Farro,Andalusia,35
2021,Sarria-Sant Gervasi,el Putxet i el Farro,Aragon,15
2021,Sarria-Sant Gervasi,el Putxet i el Farro,Asturias,5
2021,Sarria-Sant Gervasi,el Putxet i el Farro,Balearic Islands,29
2021,Sarria-Sant Gervasi,el Putxet i el Farro,Canary Islands,15
2021,Sarria-Sant Gervasi,el Putxet i el Farro,Cantabria,5
2021,Sarria-Sant Gervasi,el Putxet i el Farro,Castile and Leon,12
2021,Sarria-Sant Gervasi,el Putxet i el Farro,Castile-La Mancha,5
2021,Sarria-Sant Gervasi,el Putxet i el Farro,Catalonia,511
2021,Sarria-Sant Gervasi,el Putxet i el Farro,Valencian Community,34
2021,Sarria-Sant Gervasi,el Putxet i el Farro,Extremadura,2
2021,Sarria-Sant Gervasi,el Putxet i el Farro,Galicia,22
2021,Sarria-Sant Gervasi,el Putxet i el Farro,Community of Madrid,68
2021,Sarria-Sant Gervasi,el Putxet i el Farro,Murcia,3
2021,Sarria-Sant Gervasi,el Putxet i el Farro,Navarra,4
2021,Sarria-Sant Gervasi,el Putxet i el Farro,Basque Country,13
2021,Sarria-Sant Gervasi,el Putxet i el Farro,Rioja,5
2021,Sarria-Sant Gervasi,el Putxet i el Farro,Ceuta,0
2021,Sarria-Sant Gervasi,el Putxet i el Farro,Melilla,0
2021,Sarria-Sant Gervasi,el Putxet i el Farro,Foreign countries,801
2021,Gracia,Vallcarca i els Penitents,Andalusia,21
2021,Gracia,Vallcarca i els Penitents,Aragon,5
2021,Gracia,Vallcarca i els Penitents,Asturias,0
2021,Gracia,Vallcarca i els Penitents,Balearic Islands,14
2021,Gracia,Vallcarca i els Penitents,Canary Islands,20
2021,Gracia,Vallcarca i els Penitents,Cantabria,0
2021,Gracia,Vallcarca i els Penitents,Castile and Leon,6
2021,Gracia,Vallcarca i els Penitents,Castile-La Mancha,1
2021,Gracia,Vallcarca i els Penitents,Catalonia,279
2021,Gracia,Vallcarca i els Penitents,Valencian Community,21
2021,Gracia,Vallcarca i els Penitents,Extremadura,1
2021,Gracia,Vallcarca i els Penitents,Galicia,6
2021,Gracia,Vallcarca i els Penitents,Community of Madrid,29
2021,Gracia,Vallcarca i els Penitents,Murcia,1
2021,Gracia,Vallcarca i els Penitents,Navarra,2
2021,Gracia,Vallcarca i els Penitents,Basque Country,2
2021,Gracia,Vallcarca i els Penitents,Rioja,0
2021,Gracia,Vallcarca i els Penitents,Ceuta,0
2021,Gracia,Vallcarca i els Penitents,Melilla,0
2021,Gracia,Vallcarca i els Penitents,Foreign countries,334
2021,Gracia,el Coll,Andalusia,13
2021,Gracia,el Coll,Aragon,3
2021,Gracia,el Coll,Asturias,0
2021,Gracia,el Coll,Balearic Islands,3
2021,Gracia,el Coll,Canary Islands,2
2021,Gracia,el Coll,Cantabria,0
2021,Gracia,el Coll,Castile and Leon,1
2021,Gracia,el Coll,Castile-La Mancha,2
2021,Gracia,el Coll,Catalonia,139
2021,Gracia,el Coll,Valencian Community,8
2021,Gracia,el Coll,Extremadura,1
2021,Gracia,el Coll,Galicia,3
2021,Gracia,el Coll,Community of Madrid,14
2021,Gracia,el Coll,Murcia,4
2021,Gracia,el Coll,Navarra,1
2021,Gracia,el Coll,Basque Country,4
2021,Gracia,el Coll,Rioja,0
2021,Gracia,el Coll,Ceuta,0
2021,Gracia,el Coll,Melilla,0
2021,Gracia,el Coll,Foreign countries,197
2021,Gracia,la Salut,Andalusia,18
2021,Gracia,la Salut,Aragon,5
2021,Gracia,la Salut,Asturias,3
2021,Gracia,la Salut,Balearic Islands,17
2021,Gracia,la Salut,Canary Islands,3
2021,Gracia,la Salut,Cantabria,1
2021,Gracia,la Salut,Castile and Leon,6
2021,Gracia,la Salut,Castile-La Mancha,2
2021,Gracia,la Salut,Catalonia,194
2021,Gracia,la Salut,Valencian Community,14
2021,Gracia,la Salut,Extremadura,4
2021,Gracia,la Salut,Galicia,7
2021,Gracia,la Salut,Community of Madrid,11
2021,Gracia,la Salut,Murcia,2
2021,Gracia,la Salut,Navarra,1
2021,Gracia,la Salut,Basque Country,3
2021,Gracia,la Salut,Rioja,0
2021,Gracia,la Salut,Ceuta,0
2021,Gracia,la Salut,Melilla,1
2021,Gracia,la Salut,Foreign countries,316
2021,Gracia,la Vila de Gracia,Andalusia,103
2021,Gracia,la Vila de Gracia,Aragon,15
2021,Gracia,la Vila de Gracia,Asturias,14
2021,Gracia,la Vila de Gracia,Balearic Islands,67
2021,Gracia,la Vila de Gracia,Canary Islands,29
2021,Gracia,la Vila de Gracia,Cantabria,4
2021,Gracia,la Vila de Gracia,Castile and Leon,26
2021,Gracia,la Vila de Gracia,Castile-La Mancha,16
2021,Gracia,la Vila de Gracia,Catalonia,953
2021,Gracia,la Vila de Gracia,Valencian Community,64
2021,Gracia,la Vila de Gracia,Extremadura,9
2021,Gracia,la Vila de Gracia,Galicia,49
2021,Gracia,la Vila de Gracia,Community of Madrid,137
2021,Gracia,la Vila de Gracia,Murcia,15
2021,Gracia,la Vila de Gracia,Navarra,10
2021,Gracia,la Vila de Gracia,Basque Country,28
2021,Gracia,la Vila de Gracia,Rioja,10
2021,Gracia,la Vila de Gracia,Ceuta,2
2021,Gracia,la Vila de Gracia,Melilla,0
2021,Gracia,la Vila de Gracia,Foreign countries,2181
2021,Gracia,el Camp d'en Grassot i Gracia Nova,Andalusia,35
2021,Gracia,el Camp d'en Grassot i Gracia Nova,Aragon,13
2021,Gracia,el Camp d'en Grassot i Gracia Nova,Asturias,4
2021,Gracia,el Camp d'en Grassot i Gracia Nova,Balearic Islands,34
2021,Gracia,el Camp d'en Grassot i Gracia Nova,Canary Islands,21
2021,Gracia,el Camp d'en Grassot i Gracia Nova,Cantabria,3
2021,Gracia,el Camp d'en Grassot i Gracia Nova,Castile and Leon,20
2021,Gracia,el Camp d'en Grassot i Gracia Nova,Castile-La Mancha,7
2021,Gracia,el Camp d'en Grassot i Gracia Nova,Catalonia,601
2021,Gracia,el Camp d'en Grassot i Gracia Nova,Valencian Community,48
2021,Gracia,el Camp d'en Grassot i Gracia Nova,Extremadura,2
2021,Gracia,el Camp d'en Grassot i Gracia Nova,Galicia,16
2021,Gracia,el Camp d'en Grassot i Gracia Nova,Community of Madrid,79
2021,Gracia,el Camp d'en Grassot i Gracia Nova,Murcia,4
2021,Gracia,el Camp d'en Grassot i Gracia Nova,Navarra,5
2021,Gracia,el Camp d'en Grassot i Gracia Nova,Basque Country,16
2021,Gracia,el Camp d'en Grassot i Gracia Nova,Rioja,0
2021,Gracia,el Camp d'en Grassot i Gracia Nova,Ceuta,1
2021,Gracia,el Camp d'en Grassot i Gracia Nova,Melilla,2
2021,Gracia,el Camp d'en Grassot i Gracia Nova,Foreign countries,1042
2021,Horta-Guinardo,el Baix Guinardo,Andalusia,26
2021,Horta-Guinardo,el Baix Guinardo,Aragon,10
2021,Horta-Guinardo,el Baix Guinardo,Asturias,1
2021,Horta-Guinardo,el Baix Guinardo,Balearic Islands,22
2021,Horta-Guinardo,el Baix Guinardo,Canary Islands,9
2021,Horta-Guinardo,el Baix Guinardo,Cantabria,2
2021,Horta-Guinardo,el Baix Guinardo,Castile and Leon,9
2021,Horta-Guinardo,el Baix Guinardo,Castile-La Mancha,3
2021,Horta-Guinardo,el Baix Guinardo,Catalonia,463
2021,Horta-Guinardo,el Baix Guinardo,Valencian Community,49
2021,Horta-Guinardo,el Baix Guinardo,Extremadura,4
2021,Horta-Guinardo,el Baix Guinardo,Galicia,13
2021,Horta-Guinardo,el Baix Guinardo,Community of Madrid,41
2021,Horta-Guinardo,el Baix Guinardo,Murcia,5
2021,Horta-Guinardo,el Baix Guinardo,Navarra,8
2021,Horta-Guinardo,el Baix Guinardo,Basque Country,16
2021,Horta-Guinardo,el Baix Guinardo,Rioja,1
2021,Horta-Guinardo,el Baix Guinardo,Ceuta,0
2021,Horta-Guinardo,el Baix Guinardo,Melilla,0
2021,Horta-Guinardo,el Baix Guinardo,Foreign countries,590
2021,Horta-Guinardo,Can Baro,Andalusia,10
2021,Horta-Guinardo,Can Baro,Aragon,4
2021,Horta-Guinardo,Can Baro,Asturias,1
2021,Horta-Guinardo,Can Baro,Balearic Islands,5
2021,Horta-Guinardo,Can Baro,Canary Islands,1
2021,Horta-Guinardo,Can Baro,Cantabria,0
2021,Horta-Guinardo,Can Baro,Castile and Leon,1
2021,Horta-Guinardo,Can Baro,Castile-La Mancha,0
2021,Horta-Guinardo,Can Baro,Catalonia,165
2021,Horta-Guinardo,Can Baro,Valencian Community,5
2021,Horta-Guinardo,Can Baro,Extremadura,1
2021,Horta-Guinardo,Can Baro,Galicia,3
2021,Horta-Guinardo,Can Baro,Community of Madrid,16
2021,Horta-Guinardo,Can Baro,Murcia,3
2021,Horta-Guinardo,Can Baro,Navarra,1
2021,Horta-Guinardo,Can Baro,Basque Country,4
2021,Horta-Guinardo,Can Baro,Rioja,1
2021,Horta-Guinardo,Can Baro,Ceuta,1
2021,Horta-Guinardo,Can Baro,Melilla,0
2021,Horta-Guinardo,Can Baro,Foreign countries,187
2021,Horta-Guinardo,el Guinardo,Andalusia,35
2021,Horta-Guinardo,el Guinardo,Aragon,23
2021,Horta-Guinardo,el Guinardo,Asturias,2
2021,Horta-Guinardo,el Guinardo,Balearic Islands,28
2021,Horta-Guinardo,el Guinardo,Canary Islands,17
2021,Horta-Guinardo,el Guinardo,Cantabria,0
2021,Horta-Guinardo,el Guinardo,Castile and Leon,13
2021,Horta-Guinardo,el Guinardo,Castile-La Mancha,7
2021,Horta-Guinardo,el Guinardo,Catalonia,721
2021,Horta-Guinardo,el Guinardo,Valencian Community,51
2021,Horta-Guinardo,el Guinardo,Extremadura,6
2021,Horta-Guinardo,el Guinardo,Galicia,17
2021,Horta-Guinardo,el Guinardo,Community of Madrid,54
2021,Horta-Guinardo,el Guinardo,Murcia,5
2021,Horta-Guinardo,el Guinardo,Navarra,3
2021,Horta-Guinardo,el Guinardo,Basque Country,7
2021,Horta-Guinardo,el Guinardo,Rioja,1
2021,Horta-Guinardo,el Guinardo,Ceuta,1
2021,Horta-Guinardo,el Guinardo,Melilla,1
2021,Horta-Guinardo,el Guinardo,Foreign countries,737
2021,Horta-Guinardo,la Font d'en Fargues,Andalusia,6
2021,Horta-Guinardo,la Font d'en Fargues,Aragon,3
2021,Horta-Guinardo,la Font d'en Fargues,Asturias,1
2021,Horta-Guinardo,la Font d'en Fargues,Balearic Islands,2
2021,Horta-Guinardo,la Font d'en Fargues,Canary Islands,1
2021,Horta-Guinardo,la Font d'en Fargues,Cantabria,1
2021,Horta-Guinardo,la Font d'en Fargues,Castile and Leon,2
2021,Horta-Guinardo,la Font d'en Fargues,Castile-La Mancha,3
2021,Horta-Guinardo,la Font d'en Fargues,Catalonia,166
2021,Horta-Guinardo,la Font d'en Fargues,Valencian Community,2
2021,Horta-Guinardo,la Font d'en Fargues,Extremadura,0
2021,Horta-Guinardo,la Font d'en Fargues,Galicia,2
2021,Horta-Guinardo,la Font d'en Fargues,Community of Madrid,4
2021,Horta-Guinardo,la Font d'en Fargues,Murcia,1
2021,Horta-Guinardo,la Font d'en Fargues,Navarra,1
2021,Horta-Guinardo,la Font d'en Fargues,Basque Country,1
2021,Horta-Guinardo,la Font d'en Fargues,Rioja,1
2021,Horta-Guinardo,la Font d'en Fargues,Ceuta,0
2021,Horta-Guinardo,la Font d'en Fargues,Melilla,0
2021,Horta-Guinardo,la Font d'en Fargues,Foreign countries,105
2021,Horta-Guinardo,el Carmel,Andalusia,36
2021,Horta-Guinardo,el Carmel,Aragon,11
2021,Horta-Guinardo,el Carmel,Asturias,3
2021,Horta-Guinardo,el Carmel,Balearic Islands,19
2021,Horta-Guinardo,el Carmel,Canary Islands,12
2021,Horta-Guinardo,el Carmel,Cantabria,6
2021,Horta-Guinardo,el Carmel,Castile and Leon,10
2021,Horta-Guinardo,el Carmel,Castile-La Mancha,8
2021,Horta-Guinardo,el Carmel,Catalonia,628
2021,Horta-Guinardo,el Carmel,Valencian Community,28
2021,Horta-Guinardo,el Carmel,Extremadura,7
2021,Horta-Guinardo,el Carmel,Galicia,12
2021,Horta-Guinardo,el Carmel,Community of Madrid,27
2021,Horta-Guinardo,el Carmel,Murcia,15
2021,Horta-Guinardo,el Carmel,Navarra,1
2021,Horta-Guinardo,el Carmel,Basque Country,8
2021,Horta-Guinardo,el Carmel,Rioja,0
2021,Horta-Guinardo,el Carmel,Ceuta,0
2021,Horta-Guinardo,el Carmel,Melilla,2
2021,Horta-Guinardo,el Carmel,Foreign countries,515
2021,Horta-Guinardo,la Teixonera,Andalusia,23
2021,Horta-Guinardo,la Teixonera,Aragon,6
2021,Horta-Guinardo,la Teixonera,Asturias,5
2021,Horta-Guinardo,la Teixonera,Balearic Islands,5
2021,Horta-Guinardo,la Teixonera,Canary Islands,3
2021,Horta-Guinardo,la Teixonera,Cantabria,0
2021,Horta-Guinardo,la Teixonera,Castile and Leon,3
2021,Horta-Guinardo,la Teixonera,Castile-La Mancha,2
2021,Horta-Guinardo,la Teixonera,Catalonia,244
2021,Horta-Guinardo,la Teixonera,Valencian Community,11
2021,Horta-Guinardo,la Teixonera,Extremadura,3
2021,Horta-Guinardo,la Teixonera,Galicia,6
2021,Horta-Guinardo,la Teixonera,Community of Madrid,23
2021,Horta-Guinardo,la Teixonera,Murcia,4
2021,Horta-Guinardo,la Teixonera,Navarra,1
2021,Horta-Guinardo,la Teixonera,Basque Country,2
2021,Horta-Guinardo,la Teixonera,Rioja,0
2021,Horta-Guinardo,la Teixonera,Ceuta,1
2021,Horta-Guinardo,la Teixonera,Melilla,0
2021,Horta-Guinardo,la Teixonera,Foreign countries,232
2021,Horta-Guinardo,Sant Genis dels Agudells,Andalusia,12
2021,Horta-Guinardo,Sant Genis dels Agudells,Aragon,4
2021,Horta-Guinardo,Sant Genis dels Agudells,Asturias,0
2021,Horta-Guinardo,Sant Genis dels Agudells,Balearic Islands,6
2021,Horta-Guinardo,Sant Genis dels Agudells,Canary Islands,2
2021,Horta-Guinardo,Sant Genis dels Agudells,Cantabria,1
2021,Horta-Guinardo,Sant Genis dels Agudells,Castile and Leon,2
2021,Horta-Guinardo,Sant Genis dels Agudells,Castile-La Mancha,2
2021,Horta-Guinardo,Sant Genis dels Agudells,Catalonia,165
2021,Horta-Guinardo,Sant Genis dels Agudells,Valencian Community,5
2021,Horta-Guinardo,Sant Genis dels Agudells,Extremadura,1
2021,Horta-Guinardo,Sant Genis dels Agudells,Galicia,5
2021,Horta-Guinardo,Sant Genis dels Agudells,Community of Madrid,6
2021,Horta-Guinardo,Sant Genis dels Agudells,Murcia,2
2021,Horta-Guinardo,Sant Genis dels Agudells,Navarra,0
2021,Horta-Guinardo,Sant Genis dels Agudells,Basque Country,2
2021,Horta-Guinardo,Sant Genis dels Agudells,Rioja,0
2021,Horta-Guinardo,Sant Genis dels Agudells,Ceuta,0
2021,Horta-Guinardo,Sant Genis dels Agudells,Melilla,0
2021,Horta-Guinardo,Sant Genis dels Agudells,Foreign countries,164
2021,Horta-Guinardo,Montbau,Andalusia,9
2021,Horta-Guinardo,Montbau,Aragon,2
2021,Horta-Guinardo,Montbau,Asturias,2
2021,Horta-Guinardo,Montbau,Balearic Islands,4
2021,Horta-Guinardo,Montbau,Canary Islands,1
2021,Horta-Guinardo,Montbau,Cantabria,0
2021,Horta-Guinardo,Montbau,Castile and Leon,4
2021,Horta-Guinardo,Montbau,Castile-La Mancha,4
2021,Horta-Guinardo,Montbau,Catalonia,108
2021,Horta-Guinardo,Montbau,Valencian Community,7
2021,Horta-Guinardo,Montbau,Extremadura,1
2021,Horta-Guinardo,Montbau,Galicia,2
2021,Horta-Guinardo,Montbau,Community of Madrid,7
2021,Horta-Guinardo,Montbau,Murcia,2
2021,Horta-Guinardo,Montbau,Navarra,1
2021,Horta-Guinardo,Montbau,Basque Country,1
2021,Horta-Guinardo,Montbau,Rioja,0
2021,Horta-Guinardo,Montbau,Ceuta,1
2021,Horta-Guinardo,Montbau,Melilla,0
2021,Horta-Guinardo,Montbau,Foreign countries,107
2021,Horta-Guinardo,la Vall d'Hebron,Andalusia,13
2021,Horta-Guinardo,la Vall d'Hebron,Aragon,0
2021,Horta-Guinardo,la Vall d'Hebron,Asturias,0
2021,Horta-Guinardo,la Vall d'Hebron,Balearic Islands,2
2021,Horta-Guinardo,la Vall d'Hebron,Canary Islands,2
2021,Horta-Guinardo,la Vall d'Hebron,Cantabria,1
2021,Horta-Guinardo,la Vall d'Hebron,Castile and Leon,3
2021,Horta-Guinardo,la Vall d'Hebron,Castile-La Mancha,0
2021,Horta-Guinardo,la Vall d'Hebron,Catalonia,95
2021,Horta-Guinardo,la Vall d'Hebron,Valencian Community,1
2021,Horta-Guinardo,la Vall d'Hebron,Extremadura,0
2021,Horta-Guinardo,la Vall d'Hebron,Galicia,2
2021,Horta-Guinardo,la Vall d'Hebron,Community of Madrid,5
2021,Horta-Guinardo,la Vall d'Hebron,Murcia,0
2021,Horta-Guinardo,la Vall d'Hebron,Navarra,3
2021,Horta-Guinardo,la Vall d'Hebron,Basque Country,3
2021,Horta-Guinardo,la Vall d'Hebron,Rioja,0
2021,Horta-Guinardo,la Vall d'Hebron,Ceuta,0
2021,Horta-Guinardo,la Vall d'Hebron,Melilla,0
2021,Horta-Guinardo,la Vall d'Hebron,Foreign countries,52
2021,Horta-Guinardo,la Clota,Andalusia,1
2021,Horta-Guinardo,la Clota,Aragon,0
2021,Horta-Guinardo,la Clota,Asturias,0
2021,Horta-Guinardo,la Clota,Balearic Islands,0
2021,Horta-Guinardo,la Clota,Canary Islands,2
2021,Horta-Guinardo,la Clota,Cantabria,0
2021,Horta-Guinardo,la Clota,Castile and Leon,0
2021,Horta-Guinardo,la Clota,Castile-La Mancha,0
2021,Horta-Guinardo,la Clota,Catalonia,8
2021,Horta-Guinardo,la Clota,Valencian Community,2
2021,Horta-Guinardo,la Clota,Extremadura,0
2021,Horta-Guinardo,la Clota,Galicia,0
2021,Horta-Guinardo,la Clota,Community of Madrid,0
2021,Horta-Guinardo,la Clota,Murcia,0
2021,Horta-Guinardo,la Clota,Navarra,0
2021,Horta-Guinardo,la Clota,Basque Country,1
2021,Horta-Guinardo,la Clota,Rioja,0
2021,Horta-Guinardo,la Clota,Ceuta,0
2021,Horta-Guinardo,la Clota,Melilla,0
2021,Horta-Guinardo,la Clota,Foreign countries,8
2021,Horta-Guinardo,Horta,Andalusia,22
2021,Horta-Guinardo,Horta,Aragon,8
2021,Horta-Guinardo,Horta,Asturias,1
2021,Horta-Guinardo,Horta,Balearic Islands,19
2021,Horta-Guinardo,Horta,Canary Islands,19
2021,Horta-Guinardo,Horta,Cantabria,4
2021,Horta-Guinardo,Horta,Castile and Leon,9
2021,Horta-Guinardo,Horta,Castile-La Mancha,14
2021,Horta-Guinardo,Horta,Catalonia,524
2021,Horta-Guinardo,Horta,Valencian Community,28
2021,Horta-Guinardo,Horta,Extremadura,5
2021,Horta-Guinardo,Horta,Galicia,10
2021,Horta-Guinardo,Horta,Community of Madrid,30
2021,Horta-Guinardo,Horta,Murcia,5
2021,Horta-Guinardo,Horta,Navarra,3
2021,Horta-Guinardo,Horta,Basque Country,3
2021,Horta-Guinardo,Horta,Rioja,0
2021,Horta-Guinardo,Horta,Ceuta,2
2021,Horta-Guinardo,Horta,Melilla,2
2021,Horta-Guinardo,Horta,Foreign countries,585
2021,Nou Barris,Vilapicina i la Torre Llobeta,Andalusia,20
2021,Nou Barris,Vilapicina i la Torre Llobeta,Aragon,9
2021,Nou Barris,Vilapicina i la Torre Llobeta,Asturias,2
2021,Nou Barris,Vilapicina i la Torre Llobeta,Balearic Islands,6
2021,Nou Barris,Vilapicina i la Torre Llobeta,Canary Islands,18
2021,Nou Barris,Vilapicina i la Torre Llobeta,Cantabria,1
2021,Nou Barris,Vilapicina i la Torre Llobeta,Castile and Leon,13
2021,Nou Barris,Vilapicina i la Torre Llobeta,Castile-La Mancha,9
2021,Nou Barris,Vilapicina i la Torre Llobeta,Catalonia,476
2021,Nou Barris,Vilapicina i la Torre Llobeta,Valencian Community,11
2021,Nou Barris,Vilapicina i la Torre Llobeta,Extremadura,2
2021,Nou Barris,Vilapicina i la Torre Llobeta,Galicia,10
2021,Nou Barris,Vilapicina i la Torre Llobeta,Community of Madrid,26
2021,Nou Barris,Vilapicina i la Torre Llobeta,Murcia,5
2021,Nou Barris,Vilapicina i la Torre Llobeta,Navarra,4
2021,Nou Barris,Vilapicina i la Torre Llobeta,Basque Country,5
2021,Nou Barris,Vilapicina i la Torre Llobeta,Rioja,1
2021,Nou Barris,Vilapicina i la Torre Llobeta,Ceuta,0
2021,Nou Barris,Vilapicina i la Torre Llobeta,Melilla,0
2021,Nou Barris,Vilapicina i la Torre Llobeta,Foreign countries,456
2021,Nou Barris,Porta,Andalusia,39
2021,Nou Barris,Porta,Aragon,18
2021,Nou Barris,Porta,Asturias,6
2021,Nou Barris,Porta,Balearic Islands,14
2021,Nou Barris,Porta,Canary Islands,17
2021,Nou Barris,Porta,Cantabria,7
2021,Nou Barris,Porta,Castile and Leon,10
2021,Nou Barris,Porta,Castile-La Mancha,4
2021,Nou Barris,Porta,Catalonia,629
2021,Nou Barris,Porta,Valencian Community,33
2021,Nou Barris,Porta,Extremadura,2
2021,Nou Barris,Porta,Galicia,16
2021,Nou Barris,Porta,Community of Madrid,45
